id,name,buy,sell,supply,demand
32429,"Ravaging Steam Hammer",125,214,65,284
32430,"Ravaging Steam Hammer",108,179,114,635
32431,"Ravaging Steam Spear",108,127,64,100
32432,"Ravaging Steam Spear",134,206,109,137
32433,"Ravaging Steam Spear",105,170,149,199
32434,"Ravaging Steam Spear",108,160,81,223
32435,"Ravaging Steam Bow",88,200,84,560
32436,"Ravaging Steam Bow",131,224,101,116
32437,"Ravaging Steam Bow",111,159,71,69
32438,"Ravaging Steam Bow",65,160,69,98
32439,"Ravaging Steam Mace",39,182,86,107
32440,"Ravaging Steam Mace",30,187,102,257
32441,"Ravaging Steam Mace",106,150,61,240
32442,"Ravaging Steam Mace",105,158,103,70
32443,"Ravaging Steam Pistol",84,598,124,272
32444,"Ravaging Steam Pistol",111,288,93,3
32445,"Ravaging Steam Pistol",105,234,126,306
32446,"Ravaging Steam Pistol",105,229,91,168
32447,"Ravaging Steam Rifle",105,200,75,112
32448,"Ravaging Steam Rifle",120,196,80,51
32449,"Ravaging Steam Rifle",120,198,125,126
32450,"Ravaging Steam Rifle",105,269,89,100
32451,"Ravaging Steam Scepter",71,198,58,136
32452,"Ravaging Steam Scepter",99,173,86,146
32453,"Ravaging Steam Scepter",51,210,122,116
32454,"Ravaging Steam Scepter",99,148,146,24
32455,"Ravaging Steam Shield",41,195,92,452
32456,"Ravaging Steam Shield",105,199,56,150
32457,"Ravaging Steam Shield",105,146,104,91
32458,"Ravaging Steam Shield",105,160,88,89
32459,"Ravaging Steam Short Bow",45,214,133,395
32460,"Ravaging Steam Short Bow",102,160,110,51
32461,"Ravaging Steam Short Bow",101,151,150,561
32462,"Ravaging Steam Short Bow",56,139,105,162
32463,"Ravaging Steam Speargun",105,188,86,190
32464,"Ravaging Steam Speargun",134,240,63,118
32465,"Ravaging Steam Speargun",107,160,89,103
32466,"Ravaging Steam Speargun",107,184,73,411
32467,"Ravaging Steam Staff",123,949,71,340
32468,"Ravaging Steam Staff",121,199,61,101
32469,"Ravaging Steam Staff",126,403,140,161
32470,"Ravaging Steam Staff",99,150,132,19
32471,"Ravaging Steamblade",63,499,49,1136
32472,"Ravaging Steamblade",146,302,86,304
32473,"Ravaging Steamblade",127,216,69,633
32474,"Ravaging Steamblade",127,199,124,582
32475,"Ravaging Steam Brand",99,125,95,25
32476,"Ravaging Steam Brand",99,154,85,26
32477,"Ravaging Steam Brand",99,127,130,29
32478,"Ravaging Steam Brand",99,128,111,37
32479,"Ravaging Steam Trident",104,180,81,208
32480,"Ravaging Steam Trident",107,165,86,271
32481,"Ravaging Steam Trident",99,128,181,83
32482,"Ravaging Steam Trident",99,135,112,77
32483,"Ravaging Steamcaller",101,170,16,333
32484,"Ravaging Steamcaller",115,205,53,843
32485,"Ravaging Steamcaller",118,190,81,741
32486,"Ravaging Steamcaller",119,198,68,913
32487,"Ravaging Steam Axe",105,174,112,211
32488,"Ravaging Steam Axe",89,138,86,565
32489,"Ravaging Steam Axe",95,194,96,516
32490,"Ravaging Steam Axe",97,170,107,254
32491,"Ravaging Steam Dagger",107,760,81,747
32492,"Ravaging Steam Dagger",132,296,81,172
32493,"Ravaging Steam Dagger",113,344,74,447
32494,"Ravaging Steam Dagger",148,314,64,170
32495,"Ravaging Steam Gizmo",99,147,118,79
32496,"Ravaging Steam Gizmo",74,128,200,347
32497,"Ravaging Steam Gizmo",87,111,115,176
32498,"Ravaging Steam Gizmo",94,169,53,138
32499,"Ravaging Great Steamblade",159,389,49,236
32500,"Ravaging Great Steamblade",178,333,117,164
32501,"Ravaging Great Steamblade",175,303,59,127
32502,"Ravaging Great Steamblade",158,229,62,204
32503,"Ravaging Steam Hammer",123,147,116,427
32504,"Ravaging Steam Hammer",86,179,101,534
32505,"Ravaging Steam Hammer",120,188,84,137
32506,"Ravaging Steam Hammer",120,195,92,141
32507,"Ravaging Steam Spear",107,150,76,247
32508,"Ravaging Steam Spear",87,120,60,266
32509,"Ravaging Steam Spear",106,213,49,297
32510,"Ravaging Steam Spear",108,200,106,146
32511,"Ravaging Steam Bow",99,166,93,292
32512,"Ravaging Steam Bow",80,159,81,62
32513,"Ravaging Steam Bow",99,187,102,220
32514,"Ravaging Steam Bow",96,174,84,89
32515,"Ravaging Steam Mace",105,166,93,258
32516,"Ravaging Steam Mace",74,147,78,256
32517,"Ravaging Steam Mace",68,165,78,253
32518,"Ravaging Steam Mace",70,148,104,343
32519,"Ravaging Steam Pistol",105,187,91,417
32520,"Ravaging Steam Pistol",77,153,88,158
32521,"Ravaging Steam Pistol",101,249,46,392
32522,"Ravaging Steam Pistol",100,195,72,380
32523,"Ravaging Steam Rifle",105,214,67,63
32524,"Ravaging Steam Rifle",101,217,70,130
32525,"Ravaging Steam Rifle",116,165,107,254
32526,"Ravaging Steam Rifle",100,193,72,287
32527,"Ravaging Steam Scepter",99,174,60,90
32528,"Ravaging Steam Scepter",62,131,146,98
32529,"Ravaging Steam Scepter",88,151,114,98
32530,"Ravaging Steam Scepter",83,307,48,36
32531,"Ravaging Steam Shield",107,182,118,93
32532,"Ravaging Steam Shield",75,155,102,281
32533,"Ravaging Steam Shield",100,185,59,297
32534,"Ravaging Steam Shield",55,170,71,111
32535,"Ravaging Steam Short Bow",100,145,118,162
32536,"Ravaging Steam Short Bow",69,168,163,28
32537,"Ravaging Steam Short Bow",77,129,119,140
32538,"Ravaging Steam Short Bow",101,170,85,265
32539,"Ravaging Steam Speargun",107,142,93,113
32540,"Ravaging Steam Speargun",98,115,87,324
32541,"Ravaging Steam Speargun",117,147,69,131
32542,"Ravaging Steam Speargun",110,164,114,155
32543,"Ravaging Steam Staff",101,198,84,28
32544,"Ravaging Steam Staff",98,200,117,110
32545,"Ravaging Steam Staff",90,175,101,66
32546,"Ravaging Steam Staff",93,140,97,66
32547,"Ravaging Steamblade",126,223,64,794
32548,"Ravaging Steamblade",129,215,96,375
32549,"Ravaging Steamblade",124,232,63,487
32550,"Ravaging Steamblade",143,218,69,633
32551,"Ravaging Steam Brand",54,145,78,65
32552,"Ravaging Steam Brand",62,163,84,111
32553,"Ravaging Steam Brand",83,135,121,107
32554,"Ravaging Steam Brand",96,155,88,120
32555,"Ravaging Steam Trident",99,138,83,368
32556,"Ravaging Steam Trident",65,150,75,38
32557,"Ravaging Steam Trident",111,150,94,103
32558,"Ravaging Steam Trident",111,135,72,56
32559,"Ravaging Steamcaller",117,146,66,594
32560,"Ravaging Steamcaller",100,179,61,920
32561,"Ravaging Steamcaller",112,165,77,1110
32562,"Ravaging Steamcaller",121,200,81,637
32563,"Carrion Steam Axe",94,170,91,377
32564,"Carrion Steam Axe",60,164,127,114
32565,"Carrion Steam Axe",71,159,80,393
32566,"Carrion Steam Axe",72,133,179,536
32567,"Carrion Steam Axe",210,239,86,714
32568,"Carrion Steam Dagger",145,236,46,599
32569,"Carrion Steam Dagger",71,187,76,517
32570,"Carrion Steam Dagger",72,298,52,589
32571,"Carrion Steam Dagger",74,114,226,687
32572,"Carrion Steam Dagger",74,111,157,358
32573,"Carrion Steam Gizmo",77,147,93,390
32574,"Carrion Steam Gizmo",66,130,61,620
32575,"Carrion Steam Gizmo",70,198,33,203
32576,"Carrion Steam Gizmo",71,130,251,394
32577,"Carrion Steam Gizmo",79,142,73,349
32578,"Carrion Great Steamblade",134,251,122,346
32579,"Carrion Great Steamblade",88,175,87,196
32580,"Carrion Great Steamblade",0,188,94,0
32581,"Carrion Great Steamblade",99,137,237,102
32582,"Carrion Great Steamblade",102,144,210,69
32583,"Carrion Steam Hammer",110,175,65,244
32584,"Carrion Steam Hammer",86,137,90,133
32585,"Carrion Steam Hammer",93,146,108,286
32586,"Carrion Steam Hammer",102,132,195,225
32587,"Carrion Steam Hammer",106,124,84,156
32588,"Carrion Steam Spear",90,147,58,336
32589,"Carrion Steam Spear",0,124,174,0
32590,"Carrion Steam Spear",0,134,57,0
32591,"Carrion Steam Spear",96,118,185,87
32592,"Carrion Steam Spear",101,129,81,221
32593,"Carrion Steam Bow",97,343,48,78
32594,"Carrion Steam Bow",86,226,131,61
32595,"Carrion Steam Bow",90,240,74,31
32596,"Carrion Steam Bow",112,175,201,150
32597,"Carrion Steam Bow",112,190,70,99
32598,"Carrion Steam Mace",95,139,98,373
32599,"Carrion Steam Mace",66,134,83,294
32600,"Carrion Steam Mace",66,125,71,327
32601,"Carrion Steam Mace",75,119,107,371
32602,"Carrion Steam Mace",211,236,127,572
32603,"Carrion Steam Pistol",103,190,93,250
32604,"Carrion Steam Pistol",63,121,83,587
32605,"Carrion Steam Pistol",68,155,68,305
32606,"Carrion Steam Pistol",66,119,131,551
32607,"Carrion Steam Pistol",212,248,96,627
32608,"Carrion Steam Rifle",100,169,68,413
32609,"Carrion Steam Rifle",96,148,47,46
32610,"Carrion Steam Rifle",90,130,65,28
32611,"Carrion Steam Rifle",97,145,192,217
32612,"Carrion Steam Rifle",100,136,142,15
32613,"Carrion Steam Scepter",70,190,72,57
32614,"Carrion Steam Scepter",59,141,72,330
32615,"Carrion Steam Scepter",70,126,72,182
32616,"Carrion Steam Scepter",68,126,281,490
32617,"Carrion Steam Scepter",78,150,90,419
32618,"Carrion Steam Shield",78,215,63,583
32619,"Carrion Steam Shield",62,143,128,471
32620,"Carrion Steam Shield",65,212,67,276
32621,"Carrion Steam Shield",67,136,138,247
32622,"Carrion Steam Shield",212,250,110,807
32623,"Carrion Steam Short Bow",95,188,54,41
32624,"Carrion Steam Short Bow",85,128,114,29
32625,"Carrion Steam Short Bow",111,197,84,71
32626,"Carrion Steam Short Bow",98,135,135,67
32627,"Carrion Steam Short Bow",111,122,126,15
32628,"Carrion Steam Speargun",102,162,79,144
32629,"Carrion Steam Speargun",0,156,97,0
32630,"Carrion Steam Speargun",0,149,89,0
32631,"Carrion Steam Speargun",98,115,141,158
32632,"Carrion Steam Speargun",100,131,241,90
32633,"Carrion Steam Staff",95,172,64,68
32634,"Carrion Steam Staff",86,150,90,52
32635,"Carrion Steam Staff",111,200,79,63
32636,"Carrion Steam Staff",112,120,161,144
32637,"Carrion Steam Staff",112,132,153,157
32638,"Carrion Steamblade",132,212,56,976
32639,"Carrion Steamblade",71,167,41,273
32640,"Carrion Steamblade",69,159,69,82
32641,"Carrion Steamblade",74,130,453,241
32642,"Carrion Steamblade",72,160,104,496
32643,"Carrion Steam Brand",76,159,85,170
32644,"Carrion Steam Brand",59,330,25,241
32645,"Carrion Steam Brand",67,125,96,59
32646,"Carrion Steam Brand",65,113,184,135
32647,"Carrion Steam Brand",70,128,75,122
32648,"Carrion Steam Trident",111,151,143,46
32649,"Carrion Steam Trident",111,129,92,292
32650,"Carrion Steam Trident",111,131,100,38
32651,"Carrion Steam Trident",103,123,159,65
32652,"Carrion Steam Trident",111,128,128,86
32653,"Carrion Steamcaller",139,205,94,412
32654,"Carrion Steamcaller",69,139,66,306
32655,"Carrion Steamcaller",69,120,57,194
32656,"Carrion Steamcaller",72,101,98,759
32657,"Carrion Steamcaller",80,199,37,41
32658,"Malign Steam Axe of Agony",102,475,145,369
32659,"Malign Steam Axe of Force",1366,4488,52,43
32660,"Malign Steam Dagger of Agony",856,2941,44,307
32661,"Malign Steam Dagger of Force",6972,14393,33,160
32662,"Malign Steam Gizmo of Agony",81,300,87,774
32663,"Malign Steam Gizmo of Force",1249,2597,28,24
32664,"Malign Great Steamblade of Agony",120,954,51,253
32665,"Malign Great Steamblade of Force",5558,9466,31,169
32666,"Malign Steam Hammer of Agony",86,394,127,291
32667,"Malign Steam Hammer of Force",151,395,105,186
32668,"Malign Steam Spear of Agony",104,199,70,771
32669,"Malign Steam Spear of Force",112,1085,68,107
32670,"Malign Steam Bow of Agony",63,434,56,416
32671,"Malign Steam Bow of Force",1123,4591,55,163
32672,"Malign Steam Mace of Agony",100,264,102,214
32673,"Malign Steam Mace of Force",97,438,75,378
32674,"Malign Steam Pistol of Agony",116,2296,26,99
32675,"Malign Steam Pistol of Force",6951,15066,30,142
32676,"Malign Steam Rifle of Agony",97,196,111,458
32677,"Malign Steam Rifle of Force",2456,4000,75,47
32678,"Malign Steam Scepter of Agony",99,894,80,240
32679,"Malign Steam Scepter of Force",4222,24081,8,49
32680,"Malign Steam Shield of Agony",95,381,134,652
32681,"Malign Steam Shield of Force",2174,4505,31,449
32682,"Malign Steam Short Bow of Agony",98,988,35,238
32683,"Malign Steam Short Bow of Force",3778,8648,56,74
32684,"Malign Steam Speargun of Agony",97,197,89,531
32685,"Malign Steam Speargun of Force",150,1026,35,545
32686,"Malign Steam Staff of Agony",164,422,39,194
32687,"Malign Steam Staff of Force",5999,11050,15,152
32688,"Malign Steamblade of Agony",241,1483,116,426
32689,"Malign Steamblade of Force",4479,9999,33,195
32690,"Malign Steam Brand of Agony",98,200,123,816
32691,"Malign Steam Brand of Force",131,1096,49,102
32692,"Malign Steam Trident of Agony",100,398,60,1043
32693,"Malign Steam Trident of Force",134,665,58,160
32694,"Malign Steamcaller of Agony",101,239,79,937
32695,"Malign Steamcaller of Force",207,1475,69,311
32696,"Ravaging Steam Axe of Accuracy",146,402,175,122
32697,"Ravaging Steam Axe of Grawl Slaying",117,777,53,82
32698,"Ravaging Steam Dagger of Accuracy",2508,4026,97,119
32699,"Ravaging Steam Dagger of Grawl Slaying",1330,3385,87,224
32700,"Ravaging Steam Gizmo of Accuracy",95,285,124,146
32701,"Ravaging Steam Gizmo of Grawl Slaying",99,551,54,163
32702,"Ravaging Great Steamblade of Accuracy",299,1534,25,250
32703,"Ravaging Great Steamblade of Grawl Slaying",525,719,67,275
32704,"Ravaging Steam Hammer of Accuracy",147,200,313,260
32705,"Ravaging Steam Hammer of Grawl Slaying",133,193,509,242
32706,"Ravaging Steam Spear of Accuracy",142,300,74,206
32707,"Ravaging Steam Spear of Grawl Slaying",120,328,84,153
32708,"Ravaging Steam Bow of Accuracy",121,620,98,225
32709,"Ravaging Steam Bow of Grawl Slaying",125,300,113,24
32710,"Ravaging Steam Mace of Accuracy",100,270,124,89
32711,"Ravaging Steam Mace of Grawl Slaying",104,200,98,373
32712,"Ravaging Steam Pistol of Accuracy",600,2089,114,395
32713,"Ravaging Steam Pistol of Grawl Slaying",400,980,120,107
32714,"Ravaging Steam Rifle of Accuracy",133,340,99,276
32715,"Ravaging Steam Rifle of Grawl Slaying",127,310,96,136
32716,"Ravaging Steam Scepter of Accuracy",250,1055,180,343
32717,"Ravaging Steam Scepter of Grawl Slaying",200,400,149,135
32718,"Ravaging Steam Shield of Accuracy",125,255,76,62
32719,"Ravaging Steam Shield of Grawl Slaying",0,331,130,0
32720,"Ravaging Steam Short Bow of Accuracy",141,345,165,337
32721,"Ravaging Steam Short Bow of Grawl Slaying",121,315,95,115
32722,"Ravaging Steam Speargun of Accuracy",137,270,87,167
32723,"Ravaging Steam Speargun of Grawl Slaying",124,198,109,610
32724,"Ravaging Steam Staff of Accuracy",447,2673,56,82
32725,"Ravaging Steam Staff of Grawl Slaying",908,1793,112,119
32726,"Ravaging Steamblade of Accuracy",431,1099,131,158
32727,"Ravaging Steamblade of Grawl Slaying",274,967,72,195
32728,"Ravaging Steam Brand of Accuracy",90,210,153,231
32729,"Ravaging Steam Brand of Grawl Slaying",114,188,178,226
32730,"Ravaging Steam Trident of Accuracy",115,212,99,212
32731,"Ravaging Steam Trident of Grawl Slaying",108,197,80,316
32732,"Ravaging Steamcaller of Accuracy",78,253,102,424
32733,"Ravaging Steamcaller of Grawl Slaying",103,215,66,441
32734,"Ravaging Steam Axe of Serpent Slaying",112,361,178,24
32735,"Ravaging Steam Axe of Smoldering",123,462,124,24
32736,"Ravaging Steam Axe of Debility",136,331,91,216
32737,"Ravaging Steam Axe of the Hydromancer",103,249,100,246
32738,"Ravaging Steam Dagger of Serpent Slaying",468,1221,160,131
32739,"Ravaging Steam Dagger of Smoldering",1581,4700,44,87
32740,"Ravaging Steam Dagger of Debility",660,1993,78,108
32741,"Ravaging Steam Dagger of the Hydromancer",340,639,141,201
32742,"Ravaging Steam Gizmo of Serpent Slaying",87,247,135,241
32743,"Ravaging Steam Gizmo of Smoldering",81,212,138,152
32744,"Ravaging Steam Gizmo of Debility",99,251,89,31
32745,"Ravaging Steam Gizmo of the Hydromancer",99,200,135,160
32746,"Ravaging Great Steamblade of Serpent Slaying",212,600,76,139
32747,"Ravaging Great Steamblade of Smoldering",218,498,96,243
32748,"Ravaging Great Steamblade of Debility",226,500,74,160
32749,"Ravaging Great Steamblade of the Hydromancer",245,452,34,660
32750,"Ravaging Steam Hammer of Serpent Slaying",111,198,149,172
32751,"Ravaging Steam Hammer of Smoldering",155,206,117,218
32752,"Ravaging Steam Hammer of Debility",140,239,146,50
32753,"Ravaging Steam Hammer of the Hydromancer",162,300,77,165
32754,"Ravaging Steam Spear of Serpent Slaying",113,313,94,243
32755,"Ravaging Steam Spear of Smoldering",158,250,74,64
32756,"Ravaging Steam Spear of Debility",155,248,62,87
32757,"Ravaging Steam Spear of the Hydromancer",150,292,124,24
32758,"Ravaging Steam Bow of Serpent Slaying",0,350,72,0
32759,"Ravaging Steam Bow of Smoldering",0,381,91,0
32760,"Ravaging Steam Bow of Debility",1,210,85,2
32761,"Ravaging Steam Bow of the Hydromancer",169,409,189,9
32762,"Ravaging Steam Mace of Serpent Slaying",115,269,143,51
32763,"Ravaging Steam Mace of Smoldering",106,198,61,261
32764,"Ravaging Steam Mace of Debility",96,234,103,208
32765,"Ravaging Steam Mace of the Hydromancer",99,200,80,150
32766,"Ravaging Steam Pistol of Serpent Slaying",0,691,118,0
32767,"Ravaging Steam Pistol of Smoldering",113,802,101,205
32768,"Ravaging Steam Pistol of Debility",195,726,112,56
32769,"Ravaging Steam Pistol of the Hydromancer",116,1000,30,292
32770,"Ravaging Steam Rifle of Serpent Slaying",109,226,132,9
32771,"Ravaging Steam Rifle of Smoldering",0,204,98,0
32772,"Ravaging Steam Rifle of Debility",1,231,50,1
32773,"Ravaging Steam Rifle of the Hydromancer",0,251,91,0
32774,"Ravaging Steam Scepter of Serpent Slaying",87,345,71,370
32775,"Ravaging Steam Scepter of Smoldering",179,495,109,171
32776,"Ravaging Steam Scepter of Debility",103,301,122,22
32777,"Ravaging Steam Scepter of the Hydromancer",99,292,76,1
32778,"Ravaging Steam Shield of Serpent Slaying",99,213,154,129
32779,"Ravaging Steam Shield of Smoldering",98,217,105,166
32780,"Ravaging Steam Shield of Debility",110,221,97,11
32781,"Ravaging Steam Shield of the Hydromancer",103,196,56,233
32782,"Ravaging Steam Short Bow of Serpent Slaying",0,398,68,0
32783,"Ravaging Steam Short Bow of Smoldering",122,493,88,134
32784,"Ravaging Steam Short Bow of Debility",0,228,70,0
32785,"Ravaging Steam Short Bow of the Hydromancer",0,239,150,0
32786,"Ravaging Steam Speargun of Serpent Slaying",114,219,96,52
32787,"Ravaging Steam Speargun of Smoldering",130,250,58,156
32788,"Ravaging Steam Speargun of Debility",0,221,55,0
32789,"Ravaging Steam Speargun of the Hydromancer",148,210,73,5
32790,"Ravaging Steam Staff of Serpent Slaying",168,467,54,89
32791,"Ravaging Steam Staff of Smoldering",439,842,73,58
32792,"Ravaging Steam Staff of Debility",0,838,92,0
32793,"Ravaging Steam Staff of the Hydromancer",148,373,73,1
32794,"Ravaging Steamblade of Serpent Slaying",201,479,49,186
32795,"Ravaging Steamblade of Smoldering",281,590,75,158
32796,"Ravaging Steamblade of Debility",130,333,124,194
32797,"Ravaging Steamblade of the Hydromancer",180,585,38,100
32798,"Ravaging Steam Brand of Serpent Slaying",92,233,75,97
32799,"Ravaging Steam Brand of Smoldering",86,220,93,152
32800,"Ravaging Steam Brand of Debility",99,205,84,226
32801,"Ravaging Steam Brand of the Hydromancer",99,217,36,194
32802,"Ravaging Steam Trident of Serpent Slaying",114,211,80,2
32803,"Ravaging Steam Trident of Smoldering",0,209,137,0
32804,"Ravaging Steam Trident of Debility",136,197,88,149
32805,"Ravaging Steam Trident of the Hydromancer",0,200,106,0
32806,"Ravaging Steamcaller of Serpent Slaying",111,207,97,370
32807,"Ravaging Steamcaller of Smoldering",149,215,58,192
32808,"Ravaging Steamcaller of Debility",108,301,76,349
32809,"Ravaging Steamcaller of the Hydromancer",112,245,82,399
32810,"Carrion Steam Axe of Agony",0,262,113,0
32811,"Carrion Steam Axe of Air",122,230,60,74
32812,"Carrion Steam Axe of Bloodlust",129,330,25,296
32813,"Carrion Steam Axe of Earth",210,249,135,467
32814,"Carrion Steam Dagger of Agony",174,1072,67,76
32815,"Carrion Steam Dagger of the Geomancer",171,465,77,47
32816,"Carrion Steam Dagger of Bloodlust",224,625,61,408
32817,"Carrion Steam Dagger of Earth",187,277,38,675
32818,"Carrion Steam Gizmo of Agony",116,200,84,160
32819,"Carrion Steam Gizmo of the Geomancer",115,215,56,38
32820,"Carrion Steam Gizmo of Bloodlust",127,215,50,278
32821,"Carrion Steam Gizmo of Earth",137,207,147,134
32822,"Carrion Great Steamblade of Agony",165,464,75,60
32823,"Carrion Great Steamblade of the Geomancer",172,637,28,232
32824,"Carrion Great Steamblade of Bloodlust",190,392,126,129
32825,"Carrion Great Steamblade of Earth",277,376,85,647
32826,"Carrion Steam Hammer of Agony",0,244,343,0
32827,"Carrion Steam Hammer of the Geomancer",0,224,111,0
32828,"Carrion Steam Hammer of Bloodlust",0,300,40,0
32829,"Carrion Steam Hammer of Earth",200,233,215,6
32830,"Carrion Steam Spear of Agony",0,235,113,0
32831,"Carrion Steam Spear of the Geomancer",0,230,102,0
32832,"Carrion Steam Spear of Bloodlust",0,240,113,0
32833,"Carrion Steam Spear of Earth",0,204,207,0
32834,"Carrion Steam Bow of Agony",190,751,61,85
32835,"Carrion Steam Bow of the Geomancer",172,979,46,11
32836,"Carrion Steam Bow of Bloodlust",184,380,49,34
32837,"Carrion Steam Bow of Earth",199,233,210,20
32838,"Carrion Steam Mace of Agony",108,200,97,245
32839,"Carrion Steam Mace of the Geomancer",116,225,48,123
32840,"Carrion Steam Mace of Bloodlust",152,229,82,224
32841,"Carrion Steam Mace of Earth",225,244,158,432
32842,"Carrion Steam Pistol of Agony",120,270,71,173
32843,"Carrion Steam Pistol of the Geomancer",116,251,76,110
32844,"Carrion Steam Pistol of Bloodlust",151,250,104,334
32845,"Carrion Steam Pistol of Earth",200,246,78,424
32846,"Carrion Steam Rifle of Agony",0,230,87,0
32847,"Carrion Steam Rifle of the Geomancer",0,907,47,0
32848,"Carrion Steam Rifle of Bloodlust",184,204,133,27
32849,"Carrion Steam Rifle of Earth",199,211,277,20
32850,"Carrion Steam Scepter of Agony",107,306,54,49
32851,"Carrion Steam Scepter of the Geomancer",116,210,98,91
32852,"Carrion Steam Scepter of Bloodlust",127,3003,31,453
32853,"Carrion Steam Scepter of Earth",155,250,113,310
32854,"Carrion Steam Shield of Agony",107,216,46,101
32855,"Carrion Steam Shield of the Geomancer",115,220,43,68
32856,"Carrion Steam Shield of Bloodlust",134,229,61,206
32857,"Carrion Steam Shield of Earth",201,274,84,503
32858,"Carrion Steam Short Bow of Agony",160,211,63,29
32859,"Carrion Steam Short Bow of the Geomancer",1,887,32,1
32860,"Carrion Steam Short Bow of Bloodlust",184,300,36,31
32861,"Carrion Steam Short Bow of Earth",199,215,97,45
32862,"Carrion Steam Speargun of Agony",0,191,51,0
32863,"Carrion Steam Speargun of the Geomancer",0,250,72,0
32864,"Carrion Steam Speargun of Bloodlust",0,234,99,0
32865,"Carrion Steam Speargun of Earth",0,244,193,0
32866,"Carrion Steam Staff of Agony",160,347,84,88
32867,"Carrion Steam Staff of the Geomancer",172,315,74,88
32868,"Carrion Steam Staff of Bloodlust",203,317,86,481
32869,"Carrion Steam Staff of Earth",211,291,190,203
32870,"Carrion Steamblade of Agony",139,325,85,116
32871,"Carrion Steamblade of the Geomancer",151,303,50,1015
32872,"Carrion Steamblade of Bloodlust",161,498,71,588
32873,"Carrion Steamblade of Earth",203,359,72,507
32874,"Carrion Steam Brand of Agony",0,200,68,0
32875,"Carrion Steam Brand of the Geomancer",116,209,132,103
32876,"Carrion Steam Brand of Bloodlust",137,200,65,678
32877,"Carrion Steam Brand of Earth",143,245,82,544
32878,"Carrion Steam Trident of Agony",0,198,100,0
32879,"Carrion Steam Trident of the Geomancer",0,225,97,0
32880,"Carrion Steam Trident of Bloodlust",0,235,22,0
32881,"Carrion Steam Trident of Earth",0,230,213,0
32882,"Carrion Steamcaller of Agony",146,219,68,137
32883,"Carrion Steamcaller of the Geomancer",115,211,89,10
32884,"Carrion Steamcaller of Bloodlust",134,199,118,399
32885,"Carrion Steamcaller of Earth",140,190,77,600
32886,"Ravaging Flame Cleaver of Battle",2608,7000,39,57
32887,"Ravaging Flame Cleaver of Ogre Slaying",1976,3765,83,113
32888,"Ravaging Flame Cleaver of Earth",1762,3931,40,105
32889,"Ravaging Flame Dagger of Battle",6218,12023,16,64
32890,"Ravaging Flame Dagger of Ogre Slaying",2766,6575,34,62
32891,"Ravaging Flame Dagger of Earth",4642,12477,28,99
32892,"Ravaging Flame Focus of Battle",549,1933,40,75
32893,"Ravaging Flame Focus of Ogre Slaying",727,1910,111,131
32894,"Ravaging Flame Focus of Earth",468,2547,35,119
32895,"Ravaging Flame Greatsword of Battle",23276,38900,22,140
32896,"Ravaging Flame Greatsword of Ogre Slaying",4832,8999,42,108
32897,"Ravaging Flame Greatsword of Earth",12103,19985,33,83
32898,"Ravaging Flame Crusher of Battle",1426,2420,161,219
32899,"Ravaging Flame Crusher of Ogre Slaying",931,1500,126,231
32900,"Ravaging Flame Crusher of Earth",928,1896,85,135
32901,"Ravaging Flame Spear of Battle",619,2200,47,148
32902,"Ravaging Flame Spear of Ogre Slaying",791,2089,48,142
32903,"Ravaging Flame Spear of Earth",914,2096,63,235
32904,"Ravaging Flame Bow of Battle",6108,8108,27,68
32905,"Ravaging Flame Bow of Ogre Slaying",2849,4810,108,78
32906,"Ravaging Flame Bow of Earth",725,7198,32,215
32907,"Ravaging Flame Mace of Battle",761,1500,157,138
32908,"Ravaging Flame Mace of Ogre Slaying",521,1573,180,69
32909,"Ravaging Flame Mace of Earth",608,1600,95,87
32910,"Ravaging Flame Pistol of Battle",2523,10097,33,61
32911,"Ravaging Flame Pistol of Ogre Slaying",1224,3127,57,98
32912,"Ravaging Flame Pistol of Earth",3522,7040,27,108
32913,"Ravaging Flame Rifle of Battle",813,3845,49,144
32914,"Ravaging Flame Rifle of Ogre Slaying",534,2322,143,122
32915,"Ravaging Flame Rifle of Earth",843,2100,39,198
32916,"Ravaging Flame Scepter of Battle",3500,5042,56,71
32917,"Ravaging Flame Scepter of Ogre Slaying",805,2504,70,81
32918,"Ravaging Flame Scepter of Earth",1758,5009,32,67
32919,"Ravaging Flame Guard of Battle",1618,7477,30,54
32920,"Ravaging Flame Guard of Ogre Slaying",2325,3308,76,95
32921,"Ravaging Flame Guard of Earth",821,3995,35,145
32922,"Ravaging Flame Short Bow of Battle",901,4800,43,178
32923,"Ravaging Flame Short Bow of Ogre Slaying",610,2133,69,57
32924,"Ravaging Flame Short Bow of Earth",1606,2506,54,185
32925,"Ravaging Flame Speargun of Battle",1088,2114,109,99
32926,"Ravaging Flame Speargun of Ogre Slaying",554,1254,120,31
32927,"Ravaging Flame Speargun of Earth",857,1884,77,92
32928,"Ravaging Flame Staff of Battle",10303,15790,30,110
32929,"Ravaging Flame Staff of Ogre Slaying",2615,7327,42,55
32930,"Ravaging Flame Staff of Earth",3965,9465,36,58
32931,"Ravaging Flame Blade of Battle",11856,19986,22,87
32932,"Ravaging Flame Blade of Ogre Slaying",5501,6000,40,98
32933,"Ravaging Flame Blade of Earth",5427,8889,30,81
32934,"Ravaging Flame Carrier of Battle",245,1646,122,517
32935,"Ravaging Flame Carrier of Ogre Slaying",154,1544,171,82
32936,"Ravaging Flame Carrier of Earth",493,1876,75,146
