Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin,Level,Rarity,Item Type
Apothecary's Pearl Handcannon,8276.15,22389,36079,61,53,36.9652507928,80,5,18
Apothecary's Pearl Rod,4562,18386,27000,83,28,24.812357228326,80,5,18
Apothecary's Pearl Carver,11027.15,31470,49999,107,13,35.040197013028,80,5,18
Apothecary's Draconic Helm,3733.3,7313,12998,327,98,51.050184602762,80,5,0
Apothecary's Elder Wood Staff,1759.75,1209,3495,103,63,145.55417700579,80,3,18
Passiflora Mithril Amulet,4595.15,3562,9599,51,38,129.00477259966,80,4,15
Apothecary's Prowler Gloves,1955.5,1094,3590,322,27,178.74771480804,80,3,0
Apothecary's Feathered Gloves,2445.15,1819,5019,497,17,134.42275975811,80,3,0
Apothecary's Mithril Greatsword,1521.3,600,2498,121,37,253.55,80,3,18
Apothecary's Krait Shooter,2387.7,3647,7102,85,24,65.470249520154,80,4,18
Apothecary's Krait Crook,1310.15,5011,7439,234,90,26.145479944123,80,4,18
Apothecary's Barbaric Helm,2540.15,3407,6999,418,34,74.556794834165,80,3,0
Apothecary's Krait Slayer,2326,5322,9000,449,56,43.705373919579,80,4,18
Apothecary's Noble Gloves,2694.85,3305,7061,40,34,81.538577912254,80,4,0
Apothecary's Pearl Quarterstaff,11231,35517,55000,133,13,31.621477039164,80,5,18
Apothecary's Exalted Gloves,1636.55,8547,11983,114,111,19.147654147654,80,5,0
Apothecary's Draconic Gauntlets,10604.25,5718,19205,95,63,185.45383001049,80,5,0
Apothecary's Prowler Mask,3145.4,1106,5004,360,30,284.39421338156,80,3,0
Apothecary's Feathered Headpiece,5390.2,3101,9992,395,9,173.82134795227,80,3,0
Apothecary's Mithril Hammer,1863.85,1076,3461,97,15,173.22026022305,80,3,18
Apothecary's Noble Mask,3343.35,3056,7531,62,11,109.40281413613,80,4,0
Apothecary's Barbaric Gloves,2484.15,2613,5999,347,9,95.068886337543,80,3,0
Apothecary's Krait Warhammer,3320,3053,7500,239,11,108.74549623321,80,4,18
Apothecary's Pearl Needler,5985.75,20018,30595,58,24,29.901838345489,80,5,18
Apothecary's Primordus Focus,92799.45,111111,239897,21,11,83.519588519589,80,5,18
Apothecary's Prowler Pants,2331.45,1234,4197,340,12,188.93435980551,80,3,0
Apothecary's Primordus Scepter,167140.6,70004,278996,98,16,238.75864236329,80,5,18
Apothecary's Feathered Pants,3149.3,5092,9698,395,12,61.847996857816,80,3,0
Apothecary's Noble Pants,4006,3217,8500,42,24,124.5259558595,80,4,0
Apothecary's Primordus Staff,136716.75,177777,369995,47,12,76.903508327849,80,5,18
Apothecary's Krait Morning Star,2441.1,3529,7026,37,31,69.172570133182,80,4,18
Apothecary's Barbaric Coat,4896,2735,8980,376,55,179.01279707495,80,3,0
Apothecary's Krait Harpoon Gun,3408.15,4324,9099,43,25,78.819380203515,80,4,18
Apothecary's Emblazoned Pants,15230.5,23570,45650,93,25,64.618158676283,80,5,0
Apothecary's Pearl Speargun,6872.3,20409,32098,47,16,33.672889411534,80,5,18
Apothecary's Draconic Boots,4713,7865,14800,146,121,59.923712650985,80,5,0
Apothecary's Mithril Shield,1112.8,405,1788,151,23,274.76543209877,80,3,18
Apothecary's Feathered Mantle,1279.35,2128,4011,276,65,60.119830827068,80,3,0
Apothecary's Gladiator Boots,1989.05,2899,5753,53,35,68.611590203518,80,4,0
Apothecary's Barbaric Boots,3185.15,3612,7999,479,18,88.182447397564,80,3,0
Apothecary's Noble Shoulders,2972.45,3058,7097,36,27,97.202419882276,80,4,0
Apothecary's Exalted Mantle,15066.85,7372,26401,159,98,204.37940857298,80,5,0
Apothecary's Pearl Brazier,11185.15,21486,38439,56,46,52.057851624313,80,5,18
Apothecary's Pearl Shell,10079.05,17181,32073,62,55,58.663931086665,80,5,18
Apothecary's Krait Pilum,3194.3,3602,7998,38,36,88.681288173237,80,4,18
Apothecary's Krait Whelk,3385.15,3004,7519,38,26,112.68808255659,80,4,18
Apothecary's Primordus Longbow,153532.3,177777,389778,23,11,86.362296585048,80,5,18
Apothecary's Primordus Pistol,106771,122727,270000,78,12,86.998785923228,80,5,18
Apothecary's Primordus Rifle,82996.3,180500,309998,53,7,45.981329639889,80,5,18
Apothecary's Krait Machete,1303,4645,7000,223,35,28.05166846071,80,4,18
Apothecary's Primordus Short Bow,118740.8,220397,398988,85,10,53.875869453758,80,5,18
Apothecary's Pearl Sabre,4134,31768,42240,71,57,13.013094938303,80,5,18
Apothecary's Primordus Harpoon Gun,153924.9,181818,394994,11,7,84.65877965878,80,5,18
Apothecary's Primordus Axe,150497.1,100001,294706,202,8,150.49559504405,80,5,18
Apothecary's Primordus Dagger,57558.8,180004,279488,227,14,31.976400524433,80,5,18
Apothecary's Primordus Warhorn,90936.25,111111,237705,16,11,81.842706842707,80,5,18
Apothecary's Primordus Greatsword,91510.15,201397,344599,224,8,45.437692716376,80,5,18
Apothecary's Primordus Maul,140316.75,187777,385995,119,12,74.725205962392,80,5,18
Apothecary's Primordus Shield,84038.95,101010,217707,18,14,83.198643698644,80,5,18
Apothecary's Primordus Sword,89819.75,147800,279555,69,11,60.771143437077,80,5,18
Apothecary's Silk Insignia,503.9,407,1074,1342,1122,123.80835380835,75,2,5
Apothecary's Embroidered Silk Insignia,777.35,675,1711,815,544,115.16296296296,80,3,5
Apothecary's Intricate Silk Insignia,527.35,2523,3591,1419,374,20.901704320254,80,4,5
Apothecary's Intricate Gossamer Insignia,5328.35,35037,47491,359,66,15.207780346491,80,5,5
Apothecary's Mithril Imbued Inscription,2533.05,5109,8993,813,248,49.580152671756,80,4,5
Heavy Consortium Breathing Mask Skin,8860.65,38728,55989,2663319,68,22.879183020037,0,3,3
Heavy Island Shoulder Skin,3461.3,19910,27498,3380,95,17.384731290809,0,3,3
Light Island Shoulder Skin,7549.45,12030,23037,180,176,62.755195344971,0,3,3
Medium Island Shoulder Skin,4297.8,17025,25088,2358106,143,25.244052863436,0,3,3
Mini Karka,869614.5,2700001,4199550,676,12,32.207932515581,0,5,11
Mini Reef Drake,145765,910001,1242080,332,38,16.018114265808,0,5,11
Mini Karka Hatchlings,159691.15,1200306,1599999,378,26,13.304203261502,0,5,11
Shark's Tooth Sword Skin,7066.9,32026,45994,387,164,22.066133766315,0,4,3
Shark's Tooth Axe Skin,17094.6,25400,49996,388,122,67.30157480315,0,4,3
Rabid Cabalist Legs,940.25,337,1505,315,59,279.0059347181,80,3,0
Rabid Conjurer Chest,628,3025,4300,57,31,20.760330578512,80,4,0
Soldier's Conjurer Gloves,8233.15,2848,13039,25,10,289.08532303371,80,4,0
Rabid Banded Pauldrons,1129.8,2564,4348,63,31,44.063962558502,80,4,0
Trident,5182,3316,10000,34,10,156.27261761158,80,4,18
Rabid Ring,1287.15,325,1899,153,84,396.04615384615,80,3,15
Rabid Ring,1488.1,8103,11286,142,90,18.364803159324,80,4,15
Soldier's Ring,2051.3,920,3498,170,46,222.96739130435,80,3,15
Soldier's Ring,2836.55,7602,12283,222,66,37.313207050776,80,4,15
Trident,5568.15,2929,9999,54,6,190.10413110277,80,4,18
Book of Rabid Deeds,2628.3,3556,7278,80,76,73.911698537683,80,4,15
Magi's Field Guide,951.65,1757,3189,318,76,54.163346613546,80,4,15
Rabid Rogue Boots,770.5,2483,3830,55,37,31.031010873943,80,4,0
Soldier's Rogue Gloves,2117.6,2603,5556,61,7,81.352285824049,80,4,0
Cavalier's Spineguard,8061.3,10805,22198,123,93,74.607126330403,80,4,0
Cavalier's Spineguard,2032,2556,5400,257,168,79.499217527387,80,3,0
Soldier's Spineguard,3672.6,17402,24796,114,80,21.104470750488,80,4,0
Rabid Spineguard,4614.55,5603,12023,273,105,82.358557915402,80,4,0
Soldier's Spineguard,1200.4,2014,3784,744,394,59.602780536246,80,3,0
Passion Flower,500.15,1282,2099,15243,9196,39.013260530421,65,3,17
Superior Sigil of Karka Slaying,7136.45,64106,83817,80,45,11.132265310579,60,5,17
Snowman Tonic,788.25,914,2005,6033,1550,86.241794310722,0,3,3
Winter's Reach Longbow Skin,711493.6,2000001,3189996,318,10,35.574662212669,0,4,3
Winter's Edge Greatsword Skin,859997,2200001,3600000,63,9,39.090754958748,0,4,3
Unbreakable Choir Bell,22063.2,91267,133332,490,251,24.174345601367,0,5,7
Snowflake Orichalcum Amulet,12826.75,25417,44995,102,64,50.465239800134,80,5,15
Snowflake Orichalcum Earring,7091.25,37077,51965,99,48,19.125738328344,80,5,15
Giver's Embroidered Wool Insignia,800.35,1060,2191,404,217,75.504716981132,0,3,5
Giver's Embroidered Silk Insignia,788.8,3296,4808,323,163,23.932038834951,0,3,5
Giver's Embroidered Linen Insignia,7288.25,5532,15085,415,113,131.7471077368,0,3,5
Giver's Draconic Legs,1470.2,7157,10152,120,85,20.542126589353,80,5,0
Giver's Gladiator Legplates,6371.65,7013,15749,37,12,90.854841009554,80,4,0
Giver's Gladiator Helm,5536.05,3466,10593,25,19,159.72446624351,80,4,0
Giver's Gladiator Chestplate,7154.85,3197,12181,20,17,223.79887394432,80,4,0
Giver's Gladiator Boots,2602.15,3056,6659,122,14,85.148887434555,80,4,0
Bowl of Peach Raspberry Swirl Ice Cream,1205.3,406,1898,2082,65,296.87192118227,65,2,3
Bowl of Mint Chocolate Chip Ice Cream,711.6,575,1516,2021,44,123.75652173913,50,2,3
Bowl of Ginger-Lime Ice Cream,652,366,1200,2541,283,178.14207650273,35,2,3
Bowl of Blueberry Chocolate Chunk Ice Cream,526,577,1300,1547,165,91.161178509532,20,2,3
Giver's Masquerade Mantle,3168.75,3625,7995,79,27,87.413793103448,80,4,0
Giver's Masquerade Leggings,4291.1,5147,11106,82,11,83.370895667379,80,4,0
Giver's Masquerade Mask,1804.9,4563,7494,23,17,39.555117247425,80,4,0
Giver's Masquerade Gloves,2730.5,5759,9990,116,39,47.412745268276,80,4,0
Giver's Masquerade Raiments,3367.15,5130,9999,16,11,65.636452241715,80,4,0
Giver's Noble Shoulders,9773.85,3043,15081,12,6,321.19125862636,80,4,0
Giver's Noble Pants,4263.15,4234,9999,22,8,100.68847425602,80,4,0
Giver's Emblazoned Gloves,1069,6749,9200,333,146,15.839383612387,80,5,0
Giver's Noble Gloves,5866.4,3145,10604,15,14,186.53100158983,80,4,0
Giver's Noble Boots,1875,3393,6200,123,26,55.2608311229,80,4,0
Minor Sigil of Generosity,75674.05,55473,154293,445,8,136.41600418221,0,3,17
Major Sigil of Generosity,8750.35,50740,69991,206,82,17.245467087111,39,4,17
Bowl of Candy Corn Ice Cream,1568.65,2024,4229,3179,160,77.502470355731,5,2,3
Giver's Krait Battleaxe,15396,6702,26000,50,23,229.72247090421,80,4,18
Giver's Krait Machete,14146,8003,26060,307,31,176.75871548169,80,4,18
Giver's Krait Pilum,6033.8,3338,11028,42,13,180.76093469143,80,4,18
Giver's Krait Shell,2601.15,9126,13799,86,42,28.502629848784,80,4,18
Giver's Pearl Bludgeoner,3917.45,16478,23997,293,31,23.773819638306,80,5,18
Giver's Mithril Mace,3073,6700,11500,21,13,45.865671641791,80,4,18
Giver's Pearl Carver,20664,29807,59380,99,22,69.325997248968,80,5,18
Giver's Krait Ripper,4555.75,12438,19995,240,36,36.627673259366,80,4,18
Giver's Pearl Stinger,8206.45,17340,30057,366,40,47.326701268743,80,5,18
Giver's Krait Handgun,5238.15,10059,17999,60,29,52.074261855055,80,4,18
Giver's Krait Shooter,5725.8,3663,11048,123,15,156.3144963145,80,4,18
Giver's Pearl Blunderbuss,6663.5,17126,27990,85,29,38.908676865584,80,5,18
Giver's Krait Short Bow,2776.3,9120,13998,30,29,30.441885964912,80,4,18
Giver's Pearl Needler,7180.6,16529,27896,89,32,43.442434509045,80,5,18
Giver's Krait Harpoon Gun,12145.35,4845,19991,61,10,250.67801857585,80,4,18
Giver's Pearl Speargun,11409.2,16207,32492,55,30,70.396742148454,80,5,18
Giver's Krait Brazier,12465.5,4405,19850,65,22,282.98524404086,80,4,18
Giver's Pearl Brazier,3762.6,15272,22396,60,26,24.637244630697,80,5,18
Giver's Pearl Siren,10107.6,15302,29896,75,15,66.054110573781,80,5,18
Giver's Krait Wand,6936,3262,12000,74,17,212.63028816677,80,4,18
Giver's Krait Crook,7698,5050,15000,137,17,152.43564356436,80,4,18
Giver's Pearl Quarterstaff,13500.45,33160,54897,158,16,40.713057901086,80,5,18
Giver's Iron-Plated Inscription,866.25,1601,2905,901,545,54.106808244847,35,3,5
Giver's Steel-Plated Inscription,762.7,1005,2082,655,631,75.890547263682,50,3,5
Giver's Mithril Imbued Inscription,3737.9,8852,14814,365,70,42.226615454135,80,4,5
Giver's Darksteel Imbued Inscription,670.45,6210,8097,330,83,10.796296296296,65,4,5
Giver's Orichalcum Imbued Inscription,8125.45,55450,74797,343,216,14.653651938683,80,5,5
Cavalier's Aureate Warhorn,1514.5,2572,4810,59,23,58.884136858476,80,4,18
Magi's Aureate Warhorn,1921,2548,5260,40,18,75.392464678179,80,4,18
Rabid Aureate Warhorn,1493.3,2549,4758,59,39,58.583758336603,80,4,18
Soldier's Aureate Warhorn,1365.3,2711,4798,37,14,50.361490225009,80,4,18
Rabid Aureate Trident,1263.3,2728,4698,34,21,46.308651026393,80,4,18
Soldier's Aureate Trident,1124,2869,4700,73,44,39.177413733008,80,4,18
Soldier's Aureate Sconce,2049.65,2104,4889,111,40,97.416825095057,80,4,18
Cavalier's Aureate Rinblade,2317.3,4904,8498,139,52,47.253262642741,80,4,18
Magi's Aureate Rinblade,998.6,4946,6996,209,79,20.190052567731,80,4,18
Rabid Aureate Rinblade,3393.4,4785,9624,110,84,70.917450365726,80,4,18
Soldier's Aureate Rinblade,2136.3,4150,7398,149,47,51.477108433735,80,4,18
Cavalier's Aureate Staff,637.45,5308,6997,292,109,12.009231348907,80,4,18
Magi's Aureate Staff,508.85,5015,6501,351,211,10.146560319043,80,4,18
Rabid Aureate Staff,863.55,5036,6943,277,117,17.147537728356,80,4,18
Soldier's Aureate Staff,817.45,5128,6997,218,77,15.940912636505,80,4,18
Cavalier's Aureate Speargun,1957.15,2919,5739,52,23,67.048646796848,80,4,18
Magi's Aureate Short Bow,1915.85,3047,5841,139,107,62.876599934362,80,4,18
Rabid Aureate Short Bow,638.3,3098,4398,32,31,20.603615235636,80,4,18
Cavalier's Aureate Virge,2172,3011,6100,99,32,72.135503155098,80,4,18
Magi's Aureate Virge,980.25,3051,4745,54,51,32.128810226155,80,4,18
Soldier's Aureate Musket,1492.15,3010,5299,84,28,49.573089700997,80,4,18
Cavalier's Aureate Pistol,2155.55,3030,6103,57,25,71.140264026403,80,4,18
Rabid Aureate Pistol,3018.95,2935,7007,83,20,102.86030664395,80,4,18
Soldier's Aureate Pistol,2885.6,2804,6696,62,16,102.91012838802,80,4,18
Cavalier's Aureate Mace,1204.15,2856,4779,36,12,42.162114845938,80,4,18
Soldier's Aureate Mace,1260.9,2727,4694,47,44,46.237623762376,80,4,18
Cavalier's Aureate Longbow,2135,2963,6000,48,30,72.055349308134,80,4,18
Magi's Aureate Longbow,1075,2918,4700,123,44,36.840301576422,80,4,18
Rabid Aureate Longbow,2432.15,3600,7099,160,129,67.559722222222,80,4,18
Magi's Aureate Spear,1076.45,2948,4737,91,67,36.514586160109,80,4,18
Cavalier's Aureate Warhammer,2857.25,3401,7365,247,34,84.012055277859,80,4,18
Magi's Aureate Warhammer,983.6,3618,5416,227,196,27.18629076838,80,4,18
Rabid Aureate Warhammer,2301,3477,6800,248,39,66.177739430544,80,4,18
Soldier's Aureate Warhammer,2004.5,3272,6210,277,46,61.262224938875,80,4,18
Cavalier's Aureate Highlander Greatsword,2709.3,10037,14998,262,37,26.993125435887,80,4,18
Magi's Aureate Highlander Greatsword,902.15,5470,7499,218,39,16.49268738574,80,4,18
Rabid Aureate Highlander Greatsword,2080.5,5559,8990,125,90,37.425796006476,80,4,18
Soldier's Aureate Highlander Greatsword,7166.8,5503,14908,135,19,130.23441759041,80,4,18
Cavalier's Aureate Charm,1322.3,2839,4898,91,48,46.576259246213,80,4,18
Rabid Aureate Charm,1421.1,2730,4886,18,16,52.054945054945,80,4,18
Cavalier's Aureate Dirk,2722.5,4067,7990,305,26,66.941234325055,80,4,18
Magi's Aureate Dirk,1966.7,5020,8222,159,42,39.177290836653,80,4,18
Rabid Aureate Dirk,1358.15,4589,6999,216,38,29.595772499455,80,4,18
Soldier's Aureate Dirk,1734,5319,8300,150,45,32.600112803158,80,4,18
Cavalier's Aureate Axe,1586.8,2821,5188,41,30,56.249556894718,80,4,18
Rabid Aureate Axe,1294,3379,5500,95,71,38.295353654927,80,4,18
Soldier's Glyphic Edge,708.6,221,1096,585,37,320.6334841629,80,3,18
Cavalier's Verdant Axe,1126.75,3100,4975,54,50,36.346774193548,80,4,18
Cavalier's Verdant Dagger,7749.2,4601,14532,262,19,168.42425559661,80,4,18
Cavalier's Verdant Focus,1462.3,2614,4798,41,24,55.941086457536,80,4,18
Cavalier's Verdant Greatsword,2774.05,5548,9793,171,60,50.000901225667,80,4,18
Cavalier's Verdant Warhammer,900.6,3259,4896,226,59,27.634243633016,80,4,18
Cavalier's Verdant Spear,1547.5,2488,4750,35,22,62.198553054662,80,4,18
Cavalier's Verdant Bow,1545.6,2716,5016,49,40,56.907216494845,80,4,18
Cavalier's Verdant Mace,1223.3,2547,4438,62,48,48.029053788771,80,4,18
Cavalier's Verdant Pistol,1733.5,2914,5470,44,25,59.488675360329,80,4,18
Cavalier's Verdant Staff,924.75,4849,6795,171,95,19.070942462363,80,4,18
Cavalier's Verdant Blade,1075.5,4796,6910,109,48,22.424937447873,80,4,18
Cavalier's Verdant Torch,1387.75,2669,4775,62,42,51.995129261896,80,4,18
Cavalier's Verdant Warhorn,1652.6,2575,4976,71,35,64.178640776699,80,4,18
Magi's Verdant Dagger,5871.9,4780,12534,250,59,122.84309623431,80,4,18
Magi's Verdant Greatsword,6373.15,5609,14099,179,34,113.62364057764,80,4,18
Magi's Verdant Warhammer,638.1,3666,5066,218,80,17.40589198036,80,4,18
Magi's Verdant Bow,1140.35,3100,4991,296,134,36.785483870968,80,4,18
Magi's Verdant Pistol,5607.9,2885,9994,37,12,194.38128249567,80,4,18
Magi's Verdant Rifle,1167.75,2736,4595,100,71,42.680921052632,80,4,18
Magi's Verdant Scepter,984.55,3045,4743,119,70,32.333333333333,80,4,18
Magi's Verdant Short Bow,1663.15,3009,5499,81,29,55.272515785975,80,4,18
Magi's Verdant Speargun,742.1,3001,4406,35,30,24.728423858714,80,4,18
Magi's Verdant Blade,984,4845,6860,156,112,20.30959752322,80,4,18
Magi's Verdant Torch,911,2963,4560,49,29,30.745865676679,80,4,18
Rabid Verdant Dagger,1772,5026,8000,199,29,35.256665340231,80,4,18
Rabid Verdant Focus,1077,3001,4800,61,32,35.888037320893,80,4,18
Rabid Verdant Greatsword,10153.3,5228,18098,203,12,194.21002295333,80,4,18
Rabid Verdant Warhammer,898.5,3562,5250,238,53,25.224592925323,80,4,18
Rabid Verdant Bow,1209,3039,5000,87,30,39.782823297137,80,4,18
Rabid Verdant Pistol,2964,3409,7500,107,41,86.946318568495,80,4,18
Rabid Verdant Short Bow,1977.4,3056,5924,93,51,64.705497382199,80,4,18
Soldier's Verdant Speargun,1031.25,2813,4525,68,42,36.66014930679,80,4,18
Rabid Verdant Blade,1772,4771,7700,256,30,37.141060574303,80,4,18
Soldier's Verdant Warhammer,1165.15,3252,5199,253,46,35.828720787208,80,4,18
Soldier's Verdant Spear,1468.45,2692,4897,23,14,54.548662704309,80,4,18
Soldier's Verdant Mace,762.25,3099,4545,42,17,24.596644078735,80,4,18
Soldier's Verdant Pistol,2013.45,3082,5997,62,29,65.329331602855,80,4,18
Soldier's Verdant Scepter,994.25,3122,4845,135,127,31.846572709801,80,4,18
Soldier's Verdant Short Bow,1408.45,2837,4997,67,37,49.645752555516,80,4,18
Soldier's Verdant Blade,1764.8,5074,8048,69,55,34.781237682302,80,4,18
Soldier's Verdant Torch,838,2985,4500,69,31,28.073701842546,80,4,18
Soldier's Verdant Warhorn,1178.3,2813,4698,43,37,41.887664415215,80,4,18
Box of Apothecary's Draconic Armor,213253.95,91101,358067,171,11,234.08519116146,0,5,4
Box of Giver's Draconic Armor,165146.3,70963,277778,153,17,232.72170004087,0,5,4
Commissar's Manifesto,115128.45,143777,304597,87,8,80.07431647621,80,5,15
Balthazar's Band,35247,158891,228400,170,9,22.183131832514,80,5,15
Pink Quaggan Backpack Set,8327.25,20201,33565,181,178,41.221969209445,0,3,4
Pink Quaggan Backpack Cover,6871.4,27113,39984,206,167,25.343562128868,0,3,3
Cheetah Charr Backpack Set,2974.7,6375,11002,311,198,46.661960784314,0,3,4
Tiger Charr Backpack Cover,2757.3,10907,16078,188,156,25.280095351609,0,3,3
Plush Tybalt Backpack Set,1002.3,9619,12498,427,305,10.420002079218,0,3,4
Guild Arrow Cart Blueprints,2354.15,5208,8899,667,285,45.20257296467,0,1,3
Guild Trebuchet Blueprints,5619.6,18124,27936,1347,285,31.006400353123,0,1,3
Sentinel's Barbaric Boots,4306.85,1251,6541,962,49,344.27258193445,80,3,0
Sentinel's Barbaric Coat,2668.05,4192,8073,706,51,63.646230916031,80,3,0
Sentinel's Barbaric Gloves,4385,1988,7500,701,41,220.57344064386,80,3,0
Sentinel's Barbaric Helm,4433.15,1599,7099,694,48,277.24515322076,80,3,0
Sentinel's Barbaric Legplates,2308,4490,8000,351,76,51.403118040089,80,3,0
Sentinel's Draconic Legs,35826.5,79559,135750,109,75,45.031360374062,80,5,0
Sentinel's Barbaric Pauldrons,3775,2173,7000,525,66,173.72296364473,80,3,0
Sentinel's Draconic Pauldrons,12257.9,100309,132434,274,103,12.220139768117,80,5,0
Sentinel's Feathered Boots,2710,1113,4500,537,23,243.48607367475,80,3,0
Sentinel's Masquerade Boots,5141.85,3731,10441,116,53,137.81425891182,80,4,0
Sentinel's Feathered Vestments,3707,2241,7000,1001,22,165.41722445337,80,3,0
Sentinel's Feathered Gloves,1398.3,978,2798,510,42,142.9754601227,80,3,0
Sentinel's Feathered Headpiece,885.45,1456,2757,362,59,60.813873626374,80,3,0
Sentinel's Feathered Pants,8435.9,3695,14274,479,95,228.30581867388,80,3,0
Sentinel's Prowler Boots,1402,1010,2840,720,197,138.81188118812,80,3,0
Sentinel's Emblazoned Gloves,11931,94317,125000,51,46,12.649893444448,80,5,0
Sentinel's Prowler Mask,1274.25,785,2425,291,30,162.32484076433,80,3,0
Sentinel's Prowler Pants,2778.65,1800,5389,280,101,154.36944444444,80,3,0
Sentinel's Emblazoned Pants,23639.15,95273,139899,60,36,24.812013896907,80,5,0
Sentinel's Prowler Shoulders,3527.5,1290,5670,524,29,273.4496124031,80,3,0
Azurite Orichalcum Amulet,55272.55,212121,314583,36,35,26.0570853428,80,5,15
Azurite Orichalcum Earring,61332.05,214060,323993,45,41,28.651803232738,80,5,15
Sentinel's Primordus Axe,94586.95,200265,346887,27,16,47.230894065363,80,5,18
Sentinel's Primordus Dagger,94322,200269,346580,139,8,47.097653655833,80,5,18
Sentinel's Primordus Focus,114436.8,164266,327888,38,13,69.665542473792,80,5,18
Sentinel's Primordus Greatsword,33407.65,264047,349949,24,14,12.652160410836,80,5,18
Sentinel's Primordus Maul,85413.4,175402,306844,25,8,48.695795943034,80,5,18
Sentinel's Primordus Longbow,104095.9,210397,369994,13,11,49.475943098048,80,5,18
Sentinel's Primordus Mace,110489.65,152727,309669,22,12,72.34454287716,80,5,18
Sentinel's Primordus Pistol,80060.3,200266,329798,23,7,39.976980615781,80,5,18
Sentinel's Primordus Rifle,121738.45,175757,349997,10,8,69.265207075678,80,5,18
Sentinel's Primordus Scepter,115175.15,173737,339899,11,6,66.292816153151,80,5,18
Sentinel's Primordus Shield,92810.45,200265,344797,30,9,46.343819439243,80,5,18
Sentinel's Primordus Short Bow,114099.3,200397,369998,31,9,56.936630787886,80,5,18
Sentinel's Primordus Sword,115231.3,182265,349998,40,15,63.221847310235,80,5,18
Sentinel's Elder Wood Scepter,1511.05,606,2493,91,50,249.34818481848,80,3,18
Sentinel's Krait Wand,2766.9,3091,6894,39,12,89.51472015529,80,4,18
Sentinel's Krait Crook,2974.1,6362,10986,78,31,46.747878025778,80,4,18
Sentinel's Pearl Trident,19766,69057,104500,22,12,28.622731946074,80,5,18
Sentinel's Krait Recurve Bow,8351.15,3801,14299,86,13,219.70928702973,80,4,18
Sentinel's Pearl Stinger,17921.55,50011,79923,32,15,35.835216252424,80,5,18
Sentinel's Krait Handgun,5302.75,3191,9995,28,11,166.17831400815,80,4,18
Sentinel's Pearl Handcannon,13642.15,106205,140999,30,23,12.845110870486,80,5,18
Sentinel's Krait Shooter,4881.95,3605,9987,16,12,135.42163661581,80,4,18
Sentinel's Pearl Blunderbuss,26016.75,58892,99895,28,16,44.177052910412,80,5,18
Sentinel's Elder Wood Short Bow,767.1,307,1266,60,28,249.86970684039,80,3,18
Sentinel's Krait Short Bow,4288.5,4201,9990,24,7,102.08283741966,80,4,18
Sentinel's Pearl Needler,16315.2,60176,89992,31,21,27.112470087743,80,5,18
Sentinel's Krait Harpoon Gun,8314.65,3302,13669,19,15,251.80648092065,80,4,18
Sentinel's Pearl Speargun,48995.15,55042,122399,13,10,89.01411649286,80,5,18
Sentinel's Pearl Brazier,9110.9,75100,99074,16,14,12.131691078562,80,5,18
Sentinel's Krait Whelk,4992,3506,10000,29,14,142.38448374216,80,4,18
Sentinel's Mithril Axe,2634.8,1008,4288,91,43,261.38888888889,80,3,18
Sentinel's Pearl Reaver,16248,90000,125000,31,15,18.053333333333,80,5,18
Sentinel's Mithril Dagger,1050.95,636,1987,142,131,165.24371069182,80,3,18
Sentinel's Krait Ripper,7639.5,5100,14990,57,13,149.79411764706,80,4,18
Sentinel's Mithril Greatsword,1340.75,336,1975,134,56,399.03273809524,80,3,18
Sentinel's Krait Slayer,790.9,6036,8034,223,34,13.103048376408,80,4,18
Sentinel's Krait Warhammer,7834.3,4912,14998,183,9,159.4930781759,80,4,18
Sentinel's Krait Morning Star,10095.85,3503,16001,28,21,288.20582357979,80,4,18
Sentinel's Mithril Sword,2065.8,1084,3708,229,53,190.57195571956,80,3,18
Sentinel's Embroidered Silk Insignia,955.8,1242,2588,1382,472,76.95652173913,80,3,5
Sentinel's Mithril Imbued Inscription,1408.75,4110,6495,279,270,34.276155717762,80,4,5
Spicy Marinated Mushroom,3314.15,4503,9199,1779,493,73.598711969798,80,2,3
Bowl of Garlic Kale Sautee,794.4,7010,9184,2102,223,11.332382310984,80,2,3
Mushroom Loaf,1349.4,2001,3944,2628,249,67.43628185907,80,2,3
Plate of Spicy Herbed Chicken,657.15,5001,6659,2405,1145,13.140371925615,80,2,3
Bowl of Zesty Turnip Soup,817.9,3000,4494,1742,134,27.263333333333,80,2,3
Recipe: Bowl of Refugee's Beet Soup,2395.75,1066,4075,827,538,224.74202626642,0,3,3
Recipe: Bowl of Garlic Kale Sautee,983.6,2496,4096,875,241,39.407051282051,0,3,3
Recipe: Mushroom Loaf,869.3,2527,3998,1766,682,34.400474871389,0,3,3
Recipe: Plate of Spicy Herbed Chicken,1821.9,7504,10974,759,331,24.279051172708,0,3,3
Recipe: Bowl of Sweet and Spicy Butternut Squash Soup,5049.9,26393,36994,1117,225,19.133482362748,0,3,3
Sentinel's Reinforced Scale Boots of Mercy,3354.15,893,4999,91,32,375.60470324748,80,3,0
Sentinel's Reinforced Scale Coat of the Eagle,3008.4,1651,5484,249,66,182.21683827983,80,3,0
Sentinel's Reinforced Scale Legs of Scavenging,3134.1,1612,5586,103,13,194.42307692308,80,3,0
Sentinel's Cabalist Shoulders of the Grove,1117,666,2100,108,38,167.71771771772,80,3,0
Sentinel's Privateer Coat of Infiltration,1940.75,2796,5575,575,63,69.411659513591,80,3,0
