Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin
"Balthazar's Band",51100.15,110397,189999,169,48,46.287625569535
"Dwayna's Embrace",13256.65,11008,28549,33,25,120.42741642442
"Rhendak's Signet",214303.3,210608,499898,183,11,101.75458672035
"Pink Quaggan Backpack Set",10410.6,26134,42996,168,116,39.835463381036
"Pink Quaggan Backpack Cover",10459,26004,42900,241,103,40.220735271497
"Cheetah Charr Backpack Set",5990.8,11065,20068,355,89,54.141888838681
"Cheetah Charr Backpack Cover",7253.3,9658,19898,432,103,75.101470283703
"Tiger Charr Backpack Cover",8612,9508,21320,202,106,90.576356752209
"Quaggan Killer Whale Backpack Cover",14098.45,25507,46597,137,97,55.272866272004
"Quaggan Killer Whale Backpack Set",12180.15,25132,43899,218,118,48.46470635047
"Plush Tybalt Backpack Set",4652.35,12508,20191,423,205,37.19499520307
"Plush Tybalt Backpack Cover",7074.15,10161,20279,213,130,69.620608207854
"Guild Arrow Cart Blueprints",2486,4805,8580,531,429,51.737773152966
"Guild Trebuchet Blueprints",2984.3,19112,25998,1363,288,15.614796986187
"Sentinel's Barbaric Gloves",2687.45,708,3997,561,7,379.58333333333
"Sentinel's Draconic Gauntlets",17077.95,111191,150907,41,40,15.359111798617
"Sentinel's Draconic Helm",17058.25,110359,149905,40,28,15.457053797153
"Sentinel's Draconic Legs",53121.85,80072,156701,129,45,66.342604156259
"Sentinel's Draconic Pauldrons",14612.55,110321,146983,276,48,13.245483634122
"Sentinel's Masquerade Boots",2985.45,5068,9477,114,39,58.907853196527
"Sentinel's Feathered Pants",36140.3,10181,54498,427,25,354.97790000982
"Sentinel's Masquerade Leggings",10635,6363,20000,17,14,167.13814238567
"Sentinel's Exalted Mantle",25471.6,110353,159796,46,31,23.081927994708
"Sentinel's Emblazoned Boots",16872.85,110609,149981,55,28,15.254500085888
"Sentinel's Emblazoned Gloves",53004,70244,145000,48,36,75.456978531974
"Sentinel's Emblazoned Pants",16488.6,110598,149516,52,33,14.908587858732
"Sentinel's Emblazoned Shoulders",21992.5,110257,155590,33,12,19.946579355506
"Azurite Orichalcum Amulet of Azurite",120567.95,211004,390087,38,13,57.140125305681
"Azurite Orichalcum Ring of Azurite",48400.5,291504,399890,34,27,16.603717273176
"Sentinel's Primordus Axe",130921.65,140268,319049,28,17,93.336791000086
"Sentinel's Primordus Dagger",130558.5,164041,346590,146,8,79.588944227358
"Sentinel's Primordus Focus",130134.8,150268,329888,39,16,86.601804775468
"Sentinel's Primordus Greatsword",77007.6,220402,349896,26,13,34.939610348363
"Sentinel's Primordus Maul",107744.3,180402,338998,24,8,59.724559594683
"Sentinel's Primordus Mace",94075.95,160265,299227,20,12,58.700246466789
"Sentinel's Primordus Shield",106392.15,160505,313999,32,8,66.285878944581
"Sentinel's Primordus Staff",46409.65,250399,349189,19,17,18.534279290253
"Sentinel's Primordus Sword",101917.15,180280,331999,39,15,56.532699134679
"Sentinel's Primordus Trident",106098.3,140398,289998,26,8,75.569666234562
"Sentinel's Primordus Warhorn",104274.75,170269,322995,21,7,61.241183069144
"Sentinel's Krait Star",4282,2941,8500,33,32,145.59673580415
"Sentinel's Krait Wand",4569,2994,8900,21,15,152.60521042084
"Sentinel's Krait Crook",4782,3716,10000,85,25,128.68675995694
"Sentinel's Pearl Trident",24992.75,50702,89055,24,15,49.293420377894
"Sentinel's Krait Recurve Bow",5100.2,3221,9792,78,11,158.34212977336
"Sentinel's Krait Shooter",9332.5,2455,13870,17,12,380.14256619145
"Sentinel's Pearl Needler",49022.3,40598,105438,20,9,120.75052958274
"Sentinel's Pearl Speargun",25922.45,54619,94757,19,11,47.460499093722
"Sentinel's Pearl Brazier",54109.2,35166,105032,18,7,153.86794062447
"Sentinel's Krait Whelk",5302.45,3363,10197,28,23,157.67023490931
"Sentinel's Pearl Reaver",42907,60366,121500,19,14,71.078090315741
"Sentinel's Pearl Carver",55689,80054,159700,22,13,69.564294101482
"Sentinel's Pearl Broadsword",17492.15,110005,149999,66,27,15.901231762193
"Sentinel's Krait Warhammer",4942.9,3550,9994,192,14,139.23661971831
"Sentinel's Krait Morning Star",5304.75,3189,9995,21,17,166.34524929445
"Sentinel's Pearl Bludgeoner",27096.3,100400,149998,16,9,26.988346613546
"Sentinel's Pearl Impaler",64202.15,80210,169899,30,12,80.042575738686
"Sentinel's Pearl Sabre",43493,90380,157500,25,19,48.12237220624
"Spicy Marinated Mushroom",2416.2,7010,11092,1983,180,34.46790299572
"Bowl of Zesty Turnip Soup",2085.8,1880,4668,1712,386,110.94680851064
"Recipe: Bowl of Sweet and Spicy Butternut Squash Soup",20492.6,13519,40016,1119,198,151.58369701901
"Sentinel's Banded Gauntlets of the Flock",4067.65,3911,9389,121,13,104.00536947072
"Sentinel's Banded Helm of the Grove",5760.75,4008,11495,134,20,143.73128742515
"Sentinel's Conjurer Shoes of Divinity",12383.05,3674,18893,33,11,337.04545454545
"Sentinel's Conjurer Gloves of the Eagle",11835.45,4327,19017,90,12,273.52553732378
"Sentinel's Conjurer Mask of the Lich",7598.3,3873,13498,46,9,196.1864187968
"Sentinel's Rogue Coat of the Grove",2737.25,3113,6885,18,14,87.929649855445
"Sentinel's Banded Coat of Lyssa",69396.15,160101,269999,762,10,43.345232072254
"Sentinel's Conjurer Mask of the Lich",212451.45,110357,379777,208,11,192.51288998432
"Sentinel's Conjurer Mantle of Balthazar",151017.3,180292,389778,313,10,83.762618419009
"Sentinel's Rogue Coat of the Grove",31686.6,180808,249996,314,13,17.524998893854
"Sentinel's Rogue Gloves of Hoelbrak",74750.2,180241,299992,204,10,41.472362004205
"Sentinel's Marauder Helm of Hoelbrak",104577,150336,299900,334,7,69.562180715198
"Sentinel's Iron Axe of Smoldering",4339.45,5941,12097,21,19,73.042417101498
"Sentinel's Soft Wood Focus of Peril",6231,3117,11000,83,21,199.90375360924
"Sentinel's Iron Shield of Ogre Slaying",12697.3,4299,19998,36,13,295.35473365899
"Sentinel's Soft Wood Torch of Restoration",4154,3409,8900,43,15,121.85391610443
"Sentinel's Soft Wood Warhorn of the Geomancer",5397,3101,10000,36,9,174.04063205418
"Sentinel's Soft Wood Longbow of Perception",41213.35,65231,125231,515,8,63.180619644034
"Sentinel's Iron Rifle of Water",96699.3,30797,149998,122,7,313.98934961198
"Sentinel's Soft Wood Short Bow of Peril",77420,44468,143400,253,10,174.10272555546
"Shiver Sea Dye",60713.15,150101,248019,99,39,40.448198213203
"Flame Dye",55990.2,530501,689992,146,79,10.5542119619
"Pyre Dye",559998.85,460000,1200001,4324,64,121.73888043478
"Cinders Dye",40984.45,350011,459997,87,73,11.709474845076
"Fused Dagger Skin",721496,3010002,4390000,111,6,23.969950850531
"Fused Rifle Skin",857496,2330002,3750000,31,6,36.802371843458
"Fused Short Bow Skin",391497.15,3000000,3989999,155,6,13.049905
"Super Greatsword Skin",85744.6,454000,634996,1727,106,18.886475770925
"Super Scepter Skin",34379.55,128889,192083,55903,105,26.673765798478
"Super Short Bow Skin",32164.95,136802,198787,114,70,23.512046607506
"Super Staff Skin",41756.65,272732,369989,1709,108,15.310506284558
"Super Sword Skin",36614.45,294711,389797,609,214,12.423849126772
"Guild Ballista Blueprints",2496.15,6851,10999,582,98,36.43482703255
"Azurite Orb",4686.75,45508,59055,1965,720,10.298738683308
"Mini Molten Firestorm",245901.05,710001,1124593,11573,50,34.633901924082
"Infinite Molten Berserker Tonic",54339.15,360050,487519,50,32,15.092112206638
"Mini Southsun Faren",17556.15,97004,134779,257,76,18.0983773865
"Mini Southsun Kasmeer",84372.15,350060,511099,99,71,24.102196766269
"Sclerite Axe Skin",103279.15,532501,747979,35,10,19.395109117166
"Sclerite Dagger Skin",76344.45,650401,854997,52,19,11.73805852082
"Sclerite Focus Skin",242214.85,476221,845221,35,10,50.861858254886
"Sclerite Greatsword Skin",216016.15,650811,1019799,122,17,33.191840641907
"Sclerite Longbow Skin",187286.15,450211,749999,44,9,41.599638836012
"Sclerite Pistol Skin",224184.45,540811,899997,62,8,41.453382050291
"Sclerite Rifle Skin",271069.15,390211,777979,37,7,69.467326651478
"Sclerite Scepter Skin",171687,550811,850000,38,17,31.169856811138
"Sclerite Shield Skin",69784.45,440211,599997,40,17,15.852500278276
"Sclerite Short Bow Skin",170871.15,500711,790099,34,7,34.125703249979
"Sclerite Staff Skin",209544,450411,776420,40,18,46.522842470544
"Sclerite Sword Skin",161928.35,600121,896531,116,8,26.982616838937
"Sclerite Torch Skin",439995.15,410002,999999,54,6,107.31536675431
"Sclerite Warhorn Skin",522016.15,625311,1349799,43,7,83.481043832589
"Jorbreaker",4008.3,12597,19538,4156,315,31.819480828769
"Infinite Aetherized Tonic",640808.45,600102,1459897,55,7,106.78325517995
"Dragon's Jade Reaver Skin",54150.3,375011,504898,50,16,14.439656436745
"Dragon's Jade Kris Skin",82832,340041,497500,44,16,24.359415482251
"Dragon's Jade Aspect Skin",108807,316191,500000,33,8,34.411795402146
"Dragon's Jade Warhammer Skin",102886.15,325511,503999,43,17,31.607580081779
"Dragon's Jade Hornbow Skin",85310.3,356601,519898,60,37,23.923180249074
"Dragon's Jade Cudgel Skin",123901.25,303141,502405,40,6,40.872481782405
"Dragon's Jade Flintlock Skin",73602,345021,492500,43,10,21.332614536506
"Dragon's Jade Blunderbuss Skin",111471.05,271021,449993,38,10,41.130041583494
"Dragon's Jade Truncheon Skin",105027,331021,513000,39,19,31.728198513085
"Dragon's Jade Wall Skin",94025.05,322212,489693,106,33,29.18111367671
"Dragon's Jade Needler Skin",50662,370001,494900,41,17,13.692395425958
"Dragon's Jade Quarterstaff Skin",150186.15,300311,529999,50,21,50.010206086357
"Dragon's Jade Lacerator Skin",127111.3,325000,531898,46,28,39.111169230769
"Dragon's Jade Flame Skin",96857,226141,380000,38,14,42.830358050951
"Dragon's Jade Harbinger Skin",74006.15,353541,502999,35,8,20.932833815597
"Mini Helmed Moa Racer",90784.25,290001,447985,72,38,31.304805845497
"Recipe: Potent Master Tuning Crystal",91411.15,70001,189899,42,28,130.58549163583
"Recipe: Infinite Aetherized Tonic",84379,111119,230000,182,25,75.935708564692
"Monocle",304358,1582555,2219900,1348,18,19.23206460439
"Monocle",356498,1930000,2690000,36,17,18.471398963731
"Monocle",254996,1530002,2100000,27,18,16.666383442636
"Recipe: Celestial Draconic Boots",8371.75,17037,29895,458,186,49.138639431825
"Recipe: Celestial Draconic Coat",7083.55,27801,41043,308,139,25.479479155426
"Recipe: Celestial Draconic Helm",7844.9,17138,29394,346,160,45.774886217762
"Recipe: Celestial Draconic Legs",9708.5,22904,38370,458,230,42.387792525323
"Recipe: Celestial Exalted Pants",48912.15,70000,139899,50,46,69.8745
"Recipe: Celestial Emblazoned Boots",4208.6,5136,10996,419,238,81.943146417445
"Recipe: Celestial Emblazoned Gloves",2593.3,5036,8978,336,303,51.495234312947
"Sun Catcher Skin",39297.15,270100,363999,99,86,14.549111440207
"Lightning Catcher Skin",48013.2,372201,494372,290,118,12.899804138087
"Desert Rose Skin",27255.9,270101,349834,459,221,10.091002995176
"Evon Gnashblade Representation Button",3131.6,17008,23696,788,203,18.412511759172
"Aetherized Hammer Skin",699898,1340100,2400000,50,12,52.227296470413
"Aetherized Pistol Skin",536997,1800501,2750000,82,13,29.82486541246
"Aetherized Shield Skin",696394,1760104,2890000,336,15,39.565502947553
"Aetherized Harpoon Gun Skin",599996.35,400002,1176471,86,7,149.99833750831
"Ornate Watchwork Box",6066.65,2354,9909,2358,73,257.71665250637
"Mini Enraged Twisted Nightmare",39794.85,270012,364481,435,63,14.738178303187
"Bloody Prince Staff Skin",111396,900102,1190000,403,56,12.375930727851
"Silly Scimitar Skin",302400.8,1100002,1649888,63,24,27.490931834669
"Zodiac Dagger Skin",378881.7,1510005,2222222,77,7,25.091420227085
"Zodiac Greatsword Skin",159996.3,1540000,1999998,94,6,10.38937012987
"Zodiac Scepter Skin",917635.15,663362,1859999,75,8,138.33097916371
"Zodiac Shield Skin",489495.15,1100002,1869999,102,27,44.499478182767
"Zodiac Staff Skin",937494.45,1060001,2349997,72,14,88.442789204916
"Lovestruck Greatsword Skin",52661.95,328907,448907,151,99,16.011197694181
"Lovestruck Hammer Skin",60093.15,279904,399999,161,68,21.469200154339
"Lovestruck Mace Skin",48117.7,333311,448742,84,32,14.436277230574
"Lovestruck Scepter Skin",94658.35,381332,559991,447,25,24.823080675107
"Lovestruck Short Bow Skin",89063.8,410299,587488,89,26,21.707047787102
"Lovestruck Flame Skin",52494,500004,650000,216,32,10.498716010272
"Lovestruck Call Skin",363636,380112,875000,118,11,95.665488066675
"Major Sigil of Bursting",15779.45,30116,53997,94,53,52.395570460885
"Superior Sigil of Bursting",12645.3,102101,134998,147,106,12.385089274346
"Minor Sigil of Renewal",3934.3,4562,9998,369,97,86.240683910566
"Major Sigil of Renewal",19299,9004,33300,139,17,214.33807196801
"Major Sigil of Malice",9515.4,18026,32404,130,118,52.787085321203
"Superior Rune of Exuberance",10389.35,81401,107991,229,160,12.763172442599
"Major Rune of Exuberance",8060.5,6209,16790,218,51,129.81961668546
"Minor Rune of Exuberance",4544.55,3123,9023,155,53,145.51873198847
"Superior Rune of Tormenting",8534.15,72213,94999,173,158,11.81802445543
"Superior Rune of Perplexity",6885,63000,82220,206,81,10.928571428571
"Major Rune of Perplexity",2240.75,8038,12095,262,73,27.876959442647
"Bonetti's Rapier",27097.9,180278,243974,176,48,15.031174075594
"Knowledge is Power",3826.15,13001,19799,206,151,29.42965925698
"King's Remembrance",2907.3,26669,34798,93,54,10.901421125652
"Poyaqui's Noggin",4555.5,12502,20070,180,90,36.438169892817
"Rockweed Spire",6184.3,12002,21398,362,125,51.52724545909
"Cutthroat Caller",6331.75,12872,22595,143,61,49.190102548167
"Lord Taeres's Shadow",54232.15,260265,369999,181,67,20.83728123259
"X6-31 Beta",3752.5,21397,29590,297,108,17.537505257746
"Guild Defender",4589.3,12067,19598,283,183,38.03182232535
"Scepter of the Highborn",3788.5,13201,19990,370,219,28.698583440648
"Levvi's Detector",2381,14702,20100,317,181,16.195075499932
"Exterminator",3409.45,13501,19897,470,209,25.253314569291
"Shiverstone",4004.45,13501,20597,253,97,29.660395526257
"Impaler",6135,12903,22400,283,157,47.547082073936
"Anton's Boot Blade",18089.05,88068,124893,57,48,20.539866921016
"Stardust",6277.7,21806,33042,240,82,28.788865449876
"Arc",2869.3,14297,20198,488,165,20.069245296216
"Truth",3428.75,14483,21075,1118,214,23.674307809156
"Beacon of Light",28248.15,93265,142959,79,25,30.288050179596
"Arthropoda",55101,310397,430000,113,39,17.751782394804
"Komalie's Sacrificial Blade",52497.85,160001,250001,100,28,32.810951181555
"Song of the Temptress",4306.65,13600,21069,192,78,31.666544117647
"Razah's Nightmare",3495,31268,40900,80,32,11.177561724447
"Combustion",4539.4,32811,43944,259,55,13.834994361647
"Twin Talons",6692.15,29005,41999,199,95,23.072401310119
"Twisted Watchwork Portal Device",2365.15,4007,7499,1180,238,59.025455452957
"Bit of Twisted Watchwork Scrap",4590.45,1355,6997,206,19,338.77859778598
"Dire Scallywag Legs of the Flock",6926.6,10918,20996,29,20,63.442022348415
"Dire Seer Gloves of the Eagle",5281.8,21209,31168,39,6,24.903578669433
"Dire Seer Pants of the Pack",3025,16098,22500,33,26,18.791154180644
"Dire Seer Mantle of the Pack",4635,14318,22300,23,15,32.371839642408
"Dire Sneakthief Leggings of the Traveler",18148.65,75357,110009,67,18,24.08356224372
"Jatoro's Coat",4072,21001,29500,58,49,19.389552878434
"Errol's Boots",4835.5,29035,39850,91,45,16.654038229723
"Errol's Pauldrons",2986.15,29056,37699,67,63,10.277223292952
"Box of Assassin's Gladiator Armor",24507.35,20193,52591,67,11,121.365572228
"Box of Assassin's Draconic Armor",84354.15,170558,299899,56,22,49.457750442665
"Assassin's Gladiator Pauldrons",6655.05,3503,11953,21,13,189.98144447616
"Assassin's Gladiator Legplates",13384.3,6332,23198,26,7,211.37555274795
"Assassin's Gladiator Legplates",5428.7,2867,9762,15,6,189.35123822811
"Assassin's Draconic Legs",10284,20144,35800,78,61,51.052422557585
"Assassin's Draconic Boots",2822.15,6865,11399,165,145,41.109249817917
"Assassin's Gladiator Gauntlets",4027.55,4541,10083,35,14,88.693019158776
"Assassin's Draconic Coat",6672.65,10146,19789,154,102,65.766311847033
"Assassin's Gladiator Helm",7381.15,5434,15079,25,15,135.83271991167
"Assassin's Gladiator Helm",6587.8,1900,9988,15,6,346.72631578947
"Hunter's Masquerade Mantle",4694.15,1253,6999,42,18,374.6328810854
"Assassin's Masquerade Mantle",8530,2484,12960,50,21,343.39774557166
"Assassin's Masquerade Mantle",2834.1,2847,6686,37,19,99.5468914647
"Assassin's Exalted Boots",11875,15153,31800,49,26,78.36732000264
"Assassin's Masquerade Boots",9612.65,6067,18449,34,10,158.44156914455
"Hunter's Masquerade Boots",4448.55,3066,8843,45,24,145.09295499022
"Assassin's Masquerade Raiments",6326.9,3050,11034,40,26,207.4393442623
"Assassin's Masquerade Raiments",11158.45,3967,17797,38,18,281.28182505672
"Hunter's Acolyte Coat",2747.9,917,4314,303,19,299.66194111232
"Hunter's Masquerade Raiments",2146.15,3801,6999,33,16,56.462772954486
"Hunter's Masquerade Raiments",5274.3,3137,9898,20,10,168.13197322282
"Assassin's Masquerade Mask",5504.85,2892,9881,17,7,190.34751037344
"Hunter's Masquerade Mask",3312.7,3011,7442,27,25,110.01992693457
"Assassin's Exalted Pants",14849.2,31042,53992,41,29,47.835835319889
"Assassin's Winged Pants",2949.15,3423,7499,73,27,86.156879929886
"Hunter's Masquerade Leggings",3864.15,4633,9999,68,23,83.404921217354
"Hunter's Masquerade Leggings",3365.45,5045,9897,60,21,66.708622398414
"Assassin's Exalted Gloves",8748.45,12242,24697,89,56,71.462587812449
"Hunter's Noble Pants",5701.6,2708,9896,29,8,210.54652880355
"Hunter's Leather Pants",2356,1212,4200,154,15,194.38943894389
"Assassin's Rascal Pants",2801,767,4200,221,57,365.1890482399
"Assassin's Noble Pants",10086.15,6401,19399,39,7,157.57147320731
"Assassin's Emblazoned Pants",11551.75,30942,49995,29,24,37.333559563053
"Hunter's Noble Coat",4894.75,2647,8875,82,18,184.91688704193
"Assassin's Noble Coat",10806.3,5850,19598,41,19,184.72307692308
"Assassin's Noble Gloves",4239.5,5202,11110,21,15,81.497500961169
"Hunter's Noble Boots",4101.35,2247,7471,25,24,182.52558967512
"Assassin's Noble Boots",2692.6,2827,6496,17,11,95.245843650513
"Assassin's Emblazoned Boots",5184.8,23142,33328,313,61,22.404286578515
"Hunter's Noble Shoulders",4717.6,2825,8876,19,9,166.99469026549
"Assassin's Noble Shoulders",9473.5,7516,19990,15,11,126.04443853113
"Assassin's Noble Shoulders",4220.85,3003,8501,8,6,140.55444555445
"Assassin's Emblazoned Shoulders",21743.4,24141,53984,41,36,90.06834845284
"Hunter's Noble Mask",3964.45,3511,8797,17,8,112.91512389633
"Elonian Helmet Padding",93699.45,210511,357897,23,9,44.510476887194
"Elonian Longcoat Padding",56337.15,100910,184999,27,26,55.829105143197
"Elonian Trouser Padding",59717.05,101010,189093,20,19,59.119938619939
"Elonian Boot Sole",21947.7,60910,97482,67,42,36.03299950747
"Elonian Shoulderguard Panel",48378.65,36610,99989,24,20,132.1459983611
"Deldrimor Steel Gauntlet Lining",40532,91216,155000,32,23,44.435186809332
"Damask Coat Panel",72988.15,505009,679999,25,7,14.452841434509
"Damask Epaulet Padding",50485.45,255510,359997,18,9,19.758698289695
"Damask Pants Panel",76591.6,490013,666596,17,7,15.630524088136
"Damask Shoe Upper",62986.15,243011,359999,12,9,25.919053046981
"Opal Mithril Ring of Opal",2188.75,5455,8995,104,86,40.123739688359
"Opal Mithril Earring of Opal",2201.15,9696,13999,105,84,22.701629537954
"Sunstone Silver Pendant of Sunstone",2100,1638,4400,109,70,128.20512820513
"Opal Platinum Amulet of Opal",2622.55,2546,6083,105,55,103.00667714061
"Assassin's Primordus Dagger",76543,160265,278600,18,17,47.760272049418
"Assassin's Primordus Focus",61293.65,100280,190089,13,9,61.122506980455
"Assassin's Primordus Greatsword",91631.9,210400,355334,17,16,43.551283269962
"Assassin's Primordus Maul",117348,150400,315000,10,7,78.023936170213
"Assassin's Primordus Shield",61177.55,110268,201703,11,9,55.480783182791
"Assassin's Primordus Short Bow",100515.15,205397,359899,13,10,48.937009790795
"Rabid Pearl Quarterstaff",13122,28526,49000,99,33,46.000140222954
"Dire Pearl Quarterstaff",13285.75,30908,51995,92,36,42.984825935033
"Magi's Pearl Quarterstaff",12561.15,25601,44899,97,25,49.065075582985
"Settler's Pearl Quarterstaff",14484.5,23806,45050,109,65,60.843904897925
"Shaman's Pearl Quarterstaff",15447.15,24500,46999,119,15,63.049591836735
"Dire Pearl Trident",7078.15,11619,21999,54,37,60.918753765384
"Magi's Pearl Trident",6565.05,10512,20093,33,26,62.452910958904
"Cavalier's Pearl Trident",5299.6,11610,19896,46,31,45.646856158484
"Shaman's Pearl Trident",6319.15,10508,19799,71,32,60.136562618957
"Dire Pearl Rod",12943.15,20204,38999,50,13,64.062314393189
"Settler's Pearl Rod",4835.65,13003,20989,52,21,37.18872567869
"Cavalier's Pearl Rod",4896.05,13592,21753,35,29,36.021556798117
"Rabid Pearl Conch",4877.95,11871,19707,45,28,41.091314969253
"Dire Pearl Conch",5698.45,11382,20097,36,18,50.065454225971
"Magi's Pearl Conch",7419,11279,22000,42,10,65.777107899636
"Soldier's Pearl Conch",4792,14501,22700,91,89,33.045996827805
"Settler's Pearl Conch",5437.3,11304,19698,60,22,48.100672328379
"Cavalier's Pearl Conch",5955.75,11293,20295,47,43,52.738422031347
"Assassin's Pearl Quarterstaff",4694,29304,40000,99,63,16.018291018291
"Hunter's Bandit Trident",4038.8,1134,6088,46,32,356.15520282187
"Assassin's Pearl Trident",4747.7,11402,19002,55,29,41.6391861077
"Assassin's Ogre Trident",2694.65,881,4209,45,32,305.86265607264
"Assassin's Pearl Rod",7948.65,13171,24849,70,38,60.34963176676
"Hunter's Bandit Focus",3987.3,4509,9998,54,21,88.429807052562
"Assassin's Pearl Conch",10765.2,17565,33332,48,13,61.287788215201
"Assassin's Godskull Kris",5079.1,2472,8886,64,48,205.46521035599
"Assassin's Godskull Effigy",6544,1869,9900,34,19,350.13376136972
"Assassin's Godskull Crusher",3806.75,1355,6075,81,16,280.94095940959
"Assassin's Tusk Harpoon Gun",4143.15,3249,8699,36,26,127.52077562327
"Assassin's Godskull Longbow",2564,5849,9900,63,58,43.836553256967
"Assassin's Godskull Flintlock",4876.3,2175,8298,47,30,224.19770114943
"Assassin's Godskull Musket",6030,2298,9800,77,22,262.40208877285
"Assassin's Godskull Cesta",6230,2098,9800,17,16,296.94947569113
"Assassin's Godskull Short Bow",4328,4000,9800,68,22,108.2
"Assassin's Godskull Impaler",5033.4,2652,9044,44,15,189.7963800905
"Assassin's Godskull Crosier",4161,4252,9900,21,18,97.859830667921
"Assassin's Godskull Brazier",3107,4966,9500,60,17,62.565445026178
"Assassin's Godskull Trihorn",5896,1752,9000,49,12,336.5296803653
"Assassin's Godskull Trumpet",4564.8,2903,8788,186,40,157.24423010679
"Rabid Pearl Needler",14216,17402,37200,51,26,81.691759567866
"Dire Pearl Needler",14042,15706,35000,70,10,89.405322806571
"Magi's Pearl Needler",13253,14200,32300,60,18,93.330985915493
"Soldier's Pearl Needler",10694,16504,32000,85,28,64.79641299079
"Settler's Pearl Needler",4337.95,25297,34867,43,36,17.148080800095
"Cavalier's Pearl Needler",15760.25,20605,42785,78,8,76.487503033244
"Shaman's Pearl Needler",9354.05,20201,34773,60,47,46.304885896738
"Rabid Pearl Siren",11657.75,11286,26995,44,9,103.2939039518
"Dire Pearl Siren",6215.6,11561,20916,65,58,53.763515266845
"Magi's Pearl Siren",5624.75,11267,19875,62,15,49.922339575752
"Settler's Pearl Siren",14324.15,11173,29999,36,6,128.20325785375
"Cavalier's Pearl Siren",7045.2,22186,34392,69,41,31.755160912287
"Shaman's Pearl Siren",5640.1,11261,19886,73,35,50.085249977799
"Rabid Pearl Brazier",5597.85,13169,22081,51,41,42.507783430784
"Dire Pearl Brazier",3987.75,13006,19995,47,24,30.660848838997
"Magi's Pearl Brazier",5070.25,12170,20285,45,7,41.661873459326
"Settler's Pearl Brazier",5333.65,11468,19769,38,31,46.508981513777
"Cavalier's Pearl Brazier",4915.5,12584,20590,42,38,39.061506675143
"Shaman's Pearl Brazier",7923.15,11369,22699,47,8,69.690825930161
"Dire Pearl Stinger",3973.45,14127,21297,51,28,28.126636936363
"Soldier's Pearl Stinger",5753.9,15404,24894,54,44,37.353284861075
"Settler's Pearl Stinger",4546.45,12500,20057,76,45,36.3716
"Cavalier's Pearl Stinger",7174.7,16897,28322,55,46,42.461383677576
"Shaman's Pearl Stinger",5590.5,13201,22110,48,33,42.349064464813
"Rabid Pearl Handcannon",13085.35,31479,52431,36,27,41.568505988119
"Magi's Pearl Handcannon",10158.9,10914,24794,32,24,93.081363386476
"Soldier's Pearl Handcannon",5287.8,20200,29988,44,37,26.177227722772
"Settler's Pearl Handcannon",18362.9,11465,35094,38,12,160.16484954208
"Cavalier's Pearl Handcannon",8946.55,24867,39783,45,22,35.97760083645
"Dire Pearl Blunderbuss",4586.35,12404,19991,45,9,36.97476620445
"Magi's Pearl Blunderbuss",5362.9,11630,19994,70,17,46.11263972485
"Settler's Pearl Blunderbuss",6174.35,12601,22091,30,11,48.998888977065
"Cavalier's Pearl Blunderbuss",9571.6,23403,38796,53,11,40.899030038884
"Shaman's Pearl Blunderbuss",9898.55,11811,25543,46,6,83.807890949115
"Rabid Pearl Speargun",7046.15,14201,24999,29,27,49.617280473206
"Magi's Pearl Speargun",6275.1,10966,20286,20,12,57.223235455043
"Soldier's Pearl Speargun",11375.5,20999,38090,52,35,54.171627220344
"Settler's Pearl Speargun",6824.6,13400,23796,299,19,50.929850746269
"Cavalier's Pearl Speargun",19327.05,13203,38273,53,28,146.38377641445
"Shaman's Pearl Speargun",12749.15,11898,28999,41,16,107.15372331484
"Hunter's Bandit Short Bow",4755.25,4665,11085,41,31,101.93461950697
"Hunter's Dredge Short Bow",4268.1,5034,10946,62,42,84.785458879619
"Assassin's Pearl Needler",16162.95,16702,38667,77,29,96.772542210514
"Assassin's Ogre Short Bow",5500.4,3103,10124,46,8,177.26071543667
"Assassin's Pearl Siren",15691,11507,32000,55,10,136.36047623186
"Assassin's Pearl Brazier",5459.3,11282,19698,58,33,48.389469952136
"Hunter's Bandit Longbow",2616.45,8055,12557,31,14,32.482309124767
"Hunter's Dredge Reflex Bow",3752.9,5607,11014,49,31,66.93240592117
"Assassin's Krait Recurve Bow",10999,2956,16420,59,39,372.09066305819
"Assassin's Pearl Stinger",4549,25199,35000,45,25,18.052303662844
"Hunter's Dredge Boomstick",4147.45,3838,9397,33,27,108.06279312142
"Assassin's Pearl Blunderbuss",6122.75,11806,21095,54,51,51.861341690666
"Assassin's Ogre Harpoon Gun",5770.5,2685,9950,112,15,214.91620111732
"Rabid Pearl Carver",11707.9,28048,46774,75,58,41.742370222476
"Dire Pearl Carver",14724.45,27771,49997,62,14,53.020957113536
"Soldier's Pearl Carver",24770.6,25969,59696,90,29,95.385267049174
"Settler's Pearl Carver",13595,20403,40000,73,23,66.632357986571
"Cavalier's Pearl Carver",11041.25,33875,52845,54,23,32.594095940959
"Shaman's Pearl Carver",11880,22968,41000,107,31,51.724137931034
"Rabid Pearl Sabre",4982.9,30370,41594,50,22,16.407309845242
"Magi's Pearl Sabre",8757.5,26507,41490,64,19,33.03844267552
"Soldier's Pearl Sabre",22203.9,31169,62794,59,18,71.237126632231
"Settler's Pearl Sabre",11579.3,24304,42218,48,26,47.643597761685
