id,name,buy,sell,supply,demand
36907,"Apothecary's Mithril Sword",796,2900,76,357
36908,"Apothecary's Primordus Pistol",177877,346999,6,73
36909,"Apothecary's Mithril Sword",2607,12498,10,229
36910,"Apothecary's Primordus Rifle",182727,399707,12,47
36911,"Apothecary's Krait Machete",9807,22295,162,117
36912,"Apothecary's Primordus Short Bow",203592,399999,2,71
36913,"Apothecary's Pearl Sabre",60057,89096,51,59
36914,"Apothecary's Primordus Harpoon Gun",220472,404296,10,11
36915,"Apothecary's Primordus Axe",200042,355996,14,207
36916,"Apothecary's Primordus Dagger",186102,349999,9,197
36917,"Apothecary's Primordus Torch",147777,304149,6,50
36918,"Apothecary's Primordus Warhorn",177977,360000,11,15
36919,"Apothecary's Primordus Greatsword",307777,541325,9,165
36920,"Apothecary's Primordus Maul",198888,544445,1,98
36921,"Apothecary's Primordus Mace",142727,364998,5,32
36922,"Apothecary's Primordus Shield",132727,281199,13,13
36923,"Apothecary's Primordus Pike",157785,479999,1,32
36924,"Apothecary's Primordus Sword",174747,379208,2,76
37157,"Donation Packaging",175,307,3192,2920
37174,"Apothecary's Silk Insignia",354,510,2640,1396
37175,"Apothecary's Embroidered Silk Insignia",1337,3095,323,919
37176,"Apothecary's Intricate Silk Insignia",2211,3728,1306,917
37177,"Apothecary's Intricate Gossamer Insignia",50002,63089,348,126
37178,"Apothecary's Elder Inscription",333,603,1187,2040
37179,"Apothecary's Mithril Plated Inscription",2438,4922,250,1505
37180,"Apothecary's Mithril Imbued Inscription",10523,12895,386,1223
37181,"Apothecary's Orichalcum Imbued Inscription",59583,80882,57,248
37191,"Light Consortium Breathing Mask Skin",55673,75673,135,575
37193,"Medium Consortium Breathing Mask Skin",49005,101009,75,181
37195,"Heavy Consortium Breathing Mask Skin",64001,120488,127,150
37198,"Heavy Island Shoulder Skin",43058,79994,90,514
37200,"Light Island Shoulder Skin",40212,80212,126,139
37202,"Medium Island Shoulder Skin",60510,118986,151,313085
37206,"Mini Karka",13500008,21500000,5,1345
37207,"Mini Reef Drake",1610013,8300000,13,609
37208,"Mini Karka Hatchlings",4850002,7990000,20,1264
37210,"Southsun Mask",862194,2012194,15,474
37216,"Shark's Tooth Sword Skin",149998,229299,70,401
37218,"Tiki Totem Shield Skin",132241,199898,76,5626
37219,"Consortium Clipper Focus Skin",120098,249496,56,350
37221,"Shark's Tooth Axe Skin",230031,362532,79,373
37243,"Dagger",40233,0,0,155
37245,"Dagger",35003,65005,25,195
37249,"Dagger",13544,999997,2,598
37251,"Dagger",221836,777778,3,51
37252,"Dagger",31297,0,0,572
37254,"Dagger",200000,850198,1,324
37255,"Dagger",18012,219894,7,467
37257,"Dagger",24037,699999,2,895
37258,"Axe",73686,752167,6,293
37259,"Axe",11819,651719,3,232
37260,"Axe",18722,288618,2,79
37261,"Axe",48442,200000,2,183
37263,"Axe",33375,999999,1,67
37265,"Axe",7611,111170,4,208
37266,"Axe",5767,459995,3,76
37267,"Axe",11275,999997,2,121
37273,"Focus",5067,399999,1,306
37275,"Focus",17967,569997,4,309
37279,"Focus",11328,999999,1,295
37281,"Focus",20144,350142,1,218
37282,"Cavalier's Cabalist Boots",280,517,90,18
37283,"Focus",34595,0,0,331
37285,"Cavalier's Cabalist Coat",270,543,99,786
37286,"Focus",13790,910000,1,289
37287,"Cavalier's Cabalist Gloves",321,364,100,469
37288,"Focus",3444,783329,2,44
37289,"Cavalier's Cabalist Hood",248,418,108,26
37291,"Cavalier's Cabalist Legs",218,388,111,23
37292,"Focus",53820,0,0,176
37293,"Cavalier's Cabalist Shoulders",331,339,79,217
37294,"Greatsword",25011,999895,2,339
37297,"Greatsword",50150,949602,1,1604
37306,"Greatsword",161247,0,0,266
37307,"Soldier's Cabalist Boots",175,624,154,74
37308,"Soldier's Cabalist Coat",407,680,182,639
37309,"Greatsword",80001,1150009,1,1205
37311,"Soldier's Cabalist Gloves",320,395,144,127
37312,"Greatsword",31407,288799,3,254
37313,"Soldier's Cabalist Hood",437,833,142,282
37314,"Greatsword",80316,650312,2,1675
37315,"Soldier's Cabalist Legs",255,919,52,116
37316,"Soldier's Cabalist Shoulders",302,608,97,375
37318,"Greatsword",33855,0,0,515
37319,"Rabid Cabalist Boots",239,375,78,55
37320,"Rabid Cabalist Coat",314,900,158,278
37321,"Greatsword",100683,700682,3,1871
37323,"Rabid Cabalist Gloves",246,290,97,362
37324,"Rabid Cabalist Hood",291,301,61,35
37325,"Hammer",10411,999999,1,75
37326,"Rabid Cabalist Legs",219,530,192,95
37327,"Hammer",16738,960598,2,155
37329,"Rabid Cabalist Shoulders",296,499,121,32
37331,"Magi's Cabalist Boots",376,498,82,259
37332,"Magi's Cabalist Coat",359,477,188,288
37334,"Magi's Cabalist Gloves",242,296,223,246
37336,"Magi's Cabalist Hood",0,326,113,0
37337,"Hammer",799,299997,1,91
37338,"Hammer",37055,0,0,366
37339,"Magi's Cabalist Legs",268,445,149,198
37340,"Magi's Cabalist Shoulders",262,326,140,120
37342,"Cavalier's Conjurer Shoes",2205,2988,134,144
37343,"Hammer",406,499999,2,118
37344,"Hammer",28641,539999,3,28
37345,"Cavalier's Conjurer Chest",2029,2820,198,79
37347,"Cavalier's Conjurer Gloves",2009,2804,137,414
37348,"Cavalier's Conjurer Mask",1664,2764,137,169
37349,"Hammer",21847,0,0,37
37350,"Cavalier's Conjurer Pants",1945,2897,140,157
37351,"Hammer",35239,0,0,35
37353,"Cavalier's Conjurer Mantle",2252,2899,182,83
37354,"Magi's Conjurer Shoes",2120,2847,202,56
37355,"Harpoon",31197,999995,1,34
37356,"Magi's Conjurer Chest",2062,2993,171,162
37357,"Harpoon",3388,900000,1,147
37359,"Magi's Conjurer Gloves",1985,2783,293,236
37361,"Magi's Conjurer Mask",2107,2786,201,213
37363,"Magi's Conjurer Pants",2069,2809,166,185
37364,"Magi's Conjurer Mantle",2253,2818,183,95
37366,"Harpoon",1233,888888,1,22
37367,"Rabid Conjurer Shoes",2262,2876,164,24
37368,"Harpoon",25361,599999,3,83
37369,"Rabid Conjurer Chest",2045,2792,156,77
37371,"Rabid Conjurer Gloves",2251,2990,153,135
37372,"Rabid Conjurer Mask",2106,2992,93,112
37373,"Harpoon",11399,61583,1,27
37374,"Harpoon",12482,0,0,21
37375,"Rabid Conjurer Pants",1517,3499,89,96
37377,"Rabid Conjurer Mantle",1852,3017,150,92
37378,"Soldier's Conjurer Shoes",2031,2886,120,63
37379,"Harpoon",12405,70000,7,16
37380,"Harpoon",24558,199995,3,170
37381,"Soldier's Conjurer Chest",2298,3289,116,74
37382,"Soldier's Conjurer Gloves",2254,2796,238,133
37384,"Soldier's Conjurer Mask",1945,2953,139,143
37385,"Longbow",76233,987654,1,88
37386,"Soldier's Conjurer Pants",2325,2869,145,194
37388,"Longbow",29393,700078,3,88
37389,"Soldier's Conjurer Mantle",2064,2994,144,211
37399,"Longbow",22000,949998,2,130
37401,"Longbow",33242,919899,2,472
37405,"Longbow",20137,999998,2,255
37406,"Longbow",23167,899997,5,202
37410,"Longbow",40488,0,0,173
37413,"Longbow",51037,709493,3,494
37414,"Mace",40227,0,0,36
37417,"Mace",26063,449999,3,143
37427,"Mace",24218,259998,1,52
37428,"Mace",29416,959999,2,289
37433,"Mace",30622,0,0,48
37435,"Mace",25202,399996,5,22
37438,"Mace",10087,288888,1,37
37441,"Mace",3445,109991,4,32
37445,"Pistol",33100,599800,1,234
37447,"Pistol",20401,0,0,205
37451,"Pistol",40827,0,0,42
37453,"Pistol",17324,0,0,54
37462,"Cavalier's Privateer Boots",0,186,363,0
37463,"Pistol",5755,0,0,250
37464,"Pistol",35030,0,0,374
37465,"Cavalier's Privateer Coat",0,357,466,0
37466,"Cavalier's Privateer Gloves",0,173,224,0
37468,"Pistol",2285,999999,1,112
37469,"Cavalier's Privateer Hat",0,248,353,0
37470,"Cavalier's Privateer Pants",0,224,353,0
37471,"Pistol",37036,830700,1,412
37472,"Cavalier's Privateer Shoulders",0,173,320,0
37475,"Rifle",11796,0,0,54
37479,"Rifle",30000,919999,2,196
37486,"Soldier's Privateer Boots",0,198,182,0
37487,"Rifle",12005,52006,5,138
37488,"Soldier's Privateer Coat",0,299,252,0
37490,"Rifle",10303,883305,3,279
37491,"Soldier's Privateer Gloves",120,2109,21,14
37492,"Rifle",27985,349993,2,119
37493,"Soldier's Privateer Hat",0,215,612,0
37495,"Soldier's Privateer Pants",0,224,361,0
37496,"Rifle",45019,465016,2,103
37497,"Rabid Privateer Boots",0,187,354,0
37498,"Rifle",20128,920000,1,57
37499,"Rabid Privateer Coat",0,281,333,0
37500,"Rabid Privateer Gloves",140,175,151,1408
37502,"Rabid Privateer Hat",0,195,285,0
37503,"Rifle",14144,999997,2,247
37504,"Rabid Privateer Pants",0,242,410,0
37505,"Scepter",43427,0,0,290
37506,"Rabid Privateer Shoulders",0,213,320,0
37508,"Magi's Privateer Boots",0,194,352,0
37509,"Scepter",30059,190059,14,100
37511,"Magi's Privateer Coat",0,233,735,0
37512,"Magi's Privateer Gloves",0,207,422,0
37513,"Scepter",696,999999,1,74
37514,"Magi's Privateer Hat",0,198,508,0
37515,"Scepter",12004,91104,16,97
37516,"Magi's Privateer Pants",0,235,322,0
37519,"Magi's Privateer Shoulders",0,194,334,0
37525,"Scepter",20707,0,0,130
37527,"Scepter",58527,100000,15,78
37531,"Scepter",20707,0,0,239
37533,"Scepter",9995,309995,13,58
37534,"Shield",20407,0,0,37
37538,"Shield",19926,249993,4,52
37546,"Shield",6044,156044,2,63
37551,"Shield",4413,304413,2,396
37553,"Shield",20233,810000,1,218
37557,"Shield",15103,489899,3,248
37558,"Shield",2823,255557,1,99
37563,"Shield",8932,350393,4,18
37565,"Short Bow",4075,888888,1,156
37568,"Short Bow",20844,0,0,502
37576,"Short Bow",24833,980000,1,124
37579,"Short Bow",13411,888888,1,108
37580,"Cavalier's Banded Greaves",2056,2717,167,206
37582,"Cavalier's Banded Coat",2017,2799,105,165
37583,"Short Bow",30137,500039,2,166
37584,"Cavalier's Banded Gauntlets",2252,2778,152,458
37585,"Short Bow",36122,999999,1,75
37587,"Cavalier's Banded Helm",2109,2923,138,37
37588,"Short Bow",7218,657220,3,212
37589,"Cavalier's Banded Legs",1847,2889,123,104
37590,"Short Bow",5577,999999,1,82
37591,"Cavalier's Banded Pauldrons",1977,2685,235,194
37592,"Magi's Banded Greaves",2233,2687,191,72
37594,"Speargun",11095,888888,1,39
37595,"Magi's Banded Coat",2164,3264,75,65
37596,"Magi's Banded Gauntlets",2252,2651,169,129
37597,"Speargun",18287,959998,4,37
37599,"Magi's Banded Helm",2044,2687,232,359
37601,"Magi's Banded Legs",2106,2741,118,91
37603,"Magi's Banded Pauldrons",2253,2668,203,328
37604,"Rabid Banded Greaves",2042,2746,144,128
37606,"Speargun",412,888888,1,65
37607,"Rabid Banded Coat",1820,2691,110,171
37608,"Speargun",12601,700000,1,178
37609,"Rabid Banded Gauntlets",1813,2947,165,54
37610,"Rabid Banded Helm",2202,2800,102,131
37612,"Speargun",4071,799999,1,21
37613,"Rabid Banded Legs",2223,2771,119,103
37614,"Speargun",13303,950000,1,180
37615,"Rabid Banded Pauldrons",2121,2701,109,164
37616,"Soldier's Banded Greaves",1825,3222,41,170
37618,"Soldier's Banded Coat",1512,3000,91,149
37619,"Speargun",1265,174563,3,44
37620,"Soldier's Banded Gauntlets",1618,2996,141,113
37621,"Speargun",33607,499999,3,98
37623,"Soldier's Banded Helm",1922,3000,45,340
37624,"Soldier's Banded Legs",1509,5193,59,228
37625,"Staff",18303,599998,1,303
37626,"Soldier's Banded Pauldrons",2250,3607,71,79
37629,"Staff",57832,0,0,174
37637,"Staff",14477,999999,1,184
37640,"Staff",85104,0,0,403
37641,"Cavalier's Reinforced Scale Boots",140,157,63,148
37642,"Cavalier's Reinforced Scale Coat",0,368,210,0
37643,"Staff",32011,0,0,410
37644,"Cavalier's Reinforced Scale Gauntlets",0,216,153,0
37646,"Cavalier's Reinforced Scale Helm",0,201,398,0
37647,"Staff",30415,755437,2,382
37648,"Staff",13385,640000,1,289
37649,"Cavalier's Reinforced Scale Legs",0,350,232,0
37650,"Cavalier's Reinforced Scale Pauldrons",0,201,199,0
37652,"Magi's Reinforced Scale Boots",135,198,157,201
37653,"Staff",550000,949998,4,211
37654,"Sword",24622,499999,3,544
37655,"Magi's Reinforced Scale Coat",0,241,701,0
37657,"Magi's Reinforced Scale Gauntlets",0,166,367,0
37658,"Magi's Reinforced Scale Helm",0,195,349,0
37659,"Sword",36483,998877,1,387
37660,"Sword",2517,999999,1,264
37661,"Magi's Reinforced Scale Legs",0,218,321,0
37663,"Magi's Reinforced Scale Pauldrons",0,176,325,0
37664,"Rabid Reinforced Scale Boots",140,234,238,187
37665,"Sword",30207,937297,1,732
37666,"Rabid Reinforced Scale Coat",0,260,288,0
37669,"Rabid Reinforced Scale Gauntlets",0,186,221,0
37670,"Rabid Reinforced Scale Helm",0,279,293,0
37672,"Rabid Reinforced Scale Legs",0,289,141,0
37673,"Sword",30777,588885,3,253
37675,"Rabid Reinforced Scale Pauldrons",0,189,384,0
37676,"Sword",11952,0,0,353
37677,"Soldier's Reinforced Scale Boots",0,639,233,0
37678,"Sword",23975,650000,2,156
37679,"Soldier's Reinforced Scale Coat",0,517,366,0
37681,"Soldier's Reinforced Scale Gauntlets",137,417,115,200
37682,"Sword",61628,807764,5,632
37683,"Soldier's Reinforced Scale Helm",0,419,164,0
37684,"Soldier's Reinforced Scale Legs",0,485,373,0
37685,"Torch",415,388895,1,121
37686,"Soldier's Reinforced Scale Pauldrons",0,214,474,0
37688,"Torch",13015,593006,3,54
37697,"Torch",2863,0,0,378
37699,"Torch",430,999999,1,82
37703,"Torch",3407,253404,2,149
37704,"Torch",498,888888,1,101
37708,"Torch",53014,0,0,116
37709,"Cavalier's Ring",251,2749,178,237
37710,"Cavalier's Ring",1816,5093,120,170
37711,"Torch",31111,0,0,66
37714,"Magi's Ring",0,283,195,0
37715,"Trident",16000,300336,2,59
37716,"Magi's Ring",2176,2702,249,205
37717,"Trident",4622,101003,14,30
37721,"Rabid Ring",312,710,661,19
37723,"Rabid Ring",1917,5960,195,237
37726,"Soldier's Ring",237,830,690,140
37727,"Trident",799,0,0,39
37728,"Soldier's Ring",3675,8299,143,271
37729,"Trident",3000,84979,16,30
37732,"Trident",3347,0,0,69
37734,"Trident",3134,53125,12,70
37738,"Trident",10905,850000,1,39
37739,"Cavalier's Amulet",0,311,1179,0
37740,"Trident",6055,119740,19,43
37741,"Cavalier's Amulet",2018,2682,332,145
37744,"Warhorn",10733,0,0,90
37745,"Magi's Amulet",0,311,3519,0
37746,"Magi's Amulet",2158,2700,344,97
37748,"Warhorn",13500,777702,2,69
37750,"Rabid Amulet",0,311,591,0
37753,"Rabid Amulet",2216,2687,206,171
37756,"Warhorn",1099,0,0,50
37757,"Soldier's Amulet",0,311,391,0
37759,"Soldier's Amulet",2109,3093,275,186
37761,"Warhorn",72802,0,0,126
37762,"Warhorn",40122,0,0,69
37766,"Warhorn",50105,0,0,140
37768,"Cavalier's Field Guide",199,368,268,180
37769,"Warhorn",13411,999998,1,42
37770,"Cavalier's Field Guide",2605,3877,246,150
37772,"Warhorn",13513,200000,2,287
37774,"Soldier's Field Guide",200,715,653,318
37775,"Soldier's Field Guide",2085,9565,97,267
37777,"Book of Rabid Deeds",199,582,588,162
37778,"Book of Rabid Deeds",2315,3957,347,184
37779,"Magi's Field Guide",199,219,148,205
37781,"Magi's Field Guide",2034,2983,356,508
37782,"Soldier's Privateer Shoulders",0,264,204,0
37813,"Cavalier's Rogue Boots",2092,2740,132,50
37814,"Cavalier's Rogue Coat",2099,2760,149,97
37815,"Cavalier's Rogue Gloves",2400,2688,279,225
37816,"Cavalier's Marauder Helm",2501,2690,101,211
37817,"Cavalier's Rogue Pants",2450,2735,180,301
37818,"Cavalier's Rogue Pauldrons",2148,2795,145,192
37819,"Magi's Rogue Boots",2053,2720,211,56
37820,"Magi's Rogue Coat",1844,2703,321,77
37821,"Magi's Rogue Gloves",2220,2661,181,83
37822,"Magi's Marauder Helm",2158,2819,91,89
37823,"Magi's Rogue Pants",2450,2890,109,70
37824,"Magi's Rogue Pauldrons",2256,2690,284,198
37825,"Rabid Rogue Boots",2063,2839,159,127
37826,"Rabid Rogue Coat",2251,2879,138,89
37827,"Rabid Rogue Gloves",2600,2708,166,78
37828,"Rabid Marauder Helm",2251,2709,153,47
37829,"Rabid Rogue Pants",2260,2695,174,167
37830,"Rabid Rogue Pauldrons",2300,2662,53,85
37831,"Soldier's Rogue Boots",2223,2725,133,58
37832,"Soldier's Rogue Coat",1868,2814,81,85
37833,"Soldier's Rogue Gloves",2253,2693,254,134
37834,"Soldier's Marauder Helm",2017,2676,92,147
37835,"Soldier's Rogue Pants",2205,2666,157,139
37836,"Soldier's Rogue Pauldrons",2189,2699,103,185
37844,"Cavalier's Spineguard",6909,17461,322,230
37845,"Cavalier's Spineguard",750,1360,944,97
37850,"Magi's Spineguard",2139,2904,458,673
37851,"Soldier's Spineguard",10930,31873,125,208
37852,"Rabid Spineguard",3513,7982,274,251
37854,"Magi's Spineguard",0,288,1731,0
37855,"Soldier's Spineguard",133,750,1867,1
37856,"Rabid Spineguard",0,428,2118,0
37897,"Karka Shell",1000,1182,11526,60577
37906,"Exquisite Passion Flower",6513,8800,739,682
37907,"Passion Flower",4503,5589,6309,9435
37908,"Embellished Brilliant Passion Flower",961,2139,397,395
37909,"Brilliant Passion Flower",0,155,1461,0
37910,"Minor Sigil of Karka Slaying",35016,79400,33,164
37911,"Major Sigil of Karka Slaying",70012,97588,40,34
37912,"Superior Sigil of Karka Slaying",275054,469997,26,39
38051,"Winter Warband Festive Mortar",465,769,3962,3115
38061,"Snowman Tonic",970,1595,1222,4844
38062,"Festive Golem Tonic",382,383,1810,7873
38063,"Reindeer Tonic",1004,1698,2313,1657
38070,"Winter's Needle Dagger Skin",1150015,2299999,10,65
38072,"Winter's Shelter Shield Skin",1300098,3299993,19,101
38074,"Winter's Timber Staff Skin",1490117,2649898,15,113
38076,"Winter's Slice Sword Skin",1055832,1855829,17,438
38077,"Winter's Cutter Axe Skin",905797,2980000,16,111
38080,"Winter's Sting Pistol Skin",900650,2110002,14,210
38082,"Winter's Reach Longbow Skin",1880400,3050000,10,281
38084,"Winter's Arc Short Bow Skin",1000316,2477696,20,198
38085,"Winter's Brunt Hammer Skin",900010,2050000,13,118
38089,"Winter's Edge Greatsword Skin",1000306,2100000,17,68
38115,"Endless Toymaker's Tonic",6013,8987,2947,4388
38121,"Endless Gift Dolyak Tonic",105106,155097,104,1413
38122,"Toy Ventari Tonic",1,3,350299,3
38123,"Toy Soldier Tonic",2,3,403992,11
38124,"Princess Doll Tonic",4,5,246827,2690
38125,"Gift Dolyak Tonic",4,6,556373,1892
38126,"Toy Golem Tonic",1,3,302572,5
38127,"Plush Griffon Tonic",4,7,237421,5528
38128,"Choir Bell",4,8,1745478,580572
38129,"Unbreakable Choir Bell",6565,10345,1476,758
38130,"Tiny Snowflake",2,3,12893408,192143
38131,"Delicate Snowflake",3,4,6609105,322971
38132,"Glittering Snowflake",3,7,9916018,251134
38133,"Unique Snowflake",32,48,1863556,152354
38134,"Pristine Snowflake",124,169,305310,60874
38135,"Flawless Snowflake",9,14,7493210,1205449
38136,"Small Wintersday Gift",1811,3127,1660,274333
38138,"Adorned Snowflake",0,19,109264,0
38139,"Intricate Snowflake",57,89,27582,111
38140,"Gilded Snowflake",0,80,7705,0
38141,"Ornate Snowflake",0,106,96546,0
38142,"Brilliant Snowflake",914,1810,961,6481
38143,"Exquisite Snowflake",4572,5767,383,351
38144,"Snowflake Orichalcum Amulet",28593,39877,70,68
38145,"Snowflake Mithril Amulet",2521,3051,114,298
38146,"Snowflake Platinum Amulet",1099,3143,53,321
38147,"Snowflake Gold Amulet",393,1061,269,63
38148,"Snowflake Silver Amulet",263,899,249,82
38149,"Snowflake Copper Amulet",113,295,594,230
38150,"Snowflake Copper Earring",179,861,462,197
38151,"Snowflake Silver Earring",299,864,1128,426
38152,"Snowflake Gold Earring",252,942,269,501
38153,"Snowflake Platinum Earring",766,3056,186,220
38154,"Snowflake Mithril Earring",2751,4601,110,333
38155,"Snowflake Orichalcum Earring",29011,35511,412,85
38156,"Snowflake Copper Ring",172,721,701,350
38157,"Snowflake Silver Ring",346,994,796,122
38158,"Snowflake Gold Ring",1150,2299,389,93
38159,"Snowflake Platinum Ring",982,3684,238,275
38160,"Snowflake Mithril Ring",2786,4061,95,245
38161,"Snowflake Orichalcum Ring",23183,38893,132,131
38162,"Giver's Intricate Gossamer Insignia",21750,29978,1062,318
38163,"Giver's Embroidered Cotton Insignia",351,631,3049,1545
38164,"Giver's Embroidered Wool Insignia",235,443,1976,429
38165,"Giver's Embroidered Jute Insignia",45,137,3800,627
38166,"Giver's Embroidered Silk Insignia",2600,3034,931,1219
38167,"Giver's Embroidered Linen Insignia",1899,4994,959,1312
38168,"Giver's Draconic Pauldrons",6378,9880,153,117
38169,"Giver's Gladiator Pauldrons",2831,7693,55,82
38170,"Giver's Gladiator Pauldrons",1128,2614,276,1185
38171,"Giver's Splint Pauldrons",271,310,787,608
38172,"Giver's Scale Pauldrons",153,1026,175,767
38173,"Giver's Draconic Legs",15556,28977,60,163
38174,"Giver's Gladiator Legplates",4108,19990,13,66
38175,"Giver's Gladiator Legplates",5232,19996,7,114
38176,"Giver's Splint Legs",755,2907,116,218
38177,"Giver's Scale Legs",2506,9993,56,250
38178,"Giver's Draconic Helm",4084,7096,205,154
38179,"Giver's Gladiator Helm",2063,4290,63,104
38180,"Giver's Gladiator Helm",1712,4297,330,184
38181,"Giver's Splint Helm",250,325,399,489
38182,"Giver's Scale Helm",203,988,131,774
38183,"Giver's Draconic Gauntlets",8681,13405,106,100
38184,"Giver's Gladiator Gauntlets",3296,13342,22,70
38185,"Giver's Gladiator Gauntlets",1611,11997,91,130
38186,"Giver's Splint Gauntlets",250,348,928,611
38187,"Giver's Scale Gauntlets",197,3050,111,1140
38188,"Giver's Draconic Coat",21873,40900,75,97
38189,"Giver's Gladiator Chestplate",3447,19992,19,126
38190,"Giver's Gladiator Chestplate",5717,19996,12,57
38191,"Giver's Splint Coat",312,2038,172,617
38192,"Giver's Scale Coat",1127,9895,76,404
38193,"Giver's Draconic Boots",3413,8394,217,132
38194,"Giver's Gladiator Boots",2859,15793,32,136
38195,"Giver's Gladiator Boots",815,12282,64,139
38196,"Giver's Splint Greaves",250,304,909,270
38197,"Giver's Scale Boots",274,6044,54,780
38198,"Giver's Chain Boots",90,140,431,979
38199,"Giver's Chain Coat",193,1069,99,428
38200,"Giver's Chain Gauntlets",97,142,662,1296
38201,"Giver's Chain Helm",60,236,840,1398
38202,"Giver's Chain Legs",114,987,166,1036
38203,"Giver's Chain Pauldrons",85,150,197,2041
38204,"Minor Rune of Altruism",21,27,1912,18106
38205,"Major Rune of Altruism",352,437,2841,1285
38206,"Superior Rune of Altruism",1303,2000,2718,3009
38207,"Recipe: Giver's Intricate Gossamer Insignia",1,2,188256,10908
38208,"Recipe: Giver's Intricate Silk Insignia",0,2,110224,0
38209,"Recipe: Giver's Intricate Linen Insignia",0,3,100359,0
38210,"Bowl of Saffron-Mango Ice Cream",961,1000,3743,5239
38211,"Bowl of Peach Raspberry Swirl Ice Cream",141,310,1115,814
38212,"Bowl of Mint Chocolate Chip Ice Cream",174,274,557,1043
38213,"Bowl of Ginger-Lime Ice Cream",147,278,2136,526
38214,"Bowl of Blueberry Chocolate Chunk Ice Cream",139,209,1198,384
38215,"Bowl of Chocolate Chip Ice Cream",98,180,4180,2573
38216,"Bowl of Ice Cream Base",267,388,3836,3876
38217,"Giver's Exalted Mantle",4940,7351,211,253
38218,"Giver's Masquerade Mantle",2816,4998,129,98
38219,"Giver's Masquerade Mantle",888,1284,1159,2009
38220,"Giver's Acolyte Mantle",524,785,262,161
38221,"Giver's Student Mantle",322,470,557,811
38222,"Giver's Exalted Pants",5897,8133,164,110
38223,"Giver's Masquerade Leggings",5762,9793,94,41
38224,"Giver's Masquerade Leggings",4156,9793,105,128
38225,"Giver's Acolyte Pants",1628,5246,35,442
38226,"Giver's Student Leggings",1027,2826,132,213
38227,"Giver's Exalted Masque",5386,7660,153,167
38228,"Giver's Masquerade Mask",3003,4251,67,69
38229,"Giver's Masquerade Mask",1528,4008,194,145
38230,"Giver's Acolyte Mask",417,738,1175,2571
38231,"Giver's Student Circlet",318,700,241,548
38232,"Giver's Exalted Gloves",5334,8019,132,46
38233,"Giver's Masquerade Gloves",2552,4376,105,117
38234,"Giver's Masquerade Gloves",959,4327,194,214
38235,"Giver's Acolyte Gloves",498,785,195,384
38236,"Giver's Student Gloves",404,601,135,788
38237,"Giver's Exalted Coat",4740,7227,200,147
38238,"Giver's Masquerade Raiments",4969,7999,39,34
38239,"Giver's Masquerade Raiments",2394,7950,121,128
38240,"Giver's Acolyte Coat",1112,3044,109,189
38241,"Giver's Student Coat",932,2224,228,227
38242,"Giver's Exalted Boots",4444,7137,228,97
38243,"Giver's Masquerade Boots",2840,6410,85,284
38244,"Giver's Masquerade Boots",2605,6383,195,237
38245,"Giver's Acolyte Boots",1190,1191,130,239
38246,"Giver's Student Shoes",444,1001,324,329
38247,"Giver's Embroidered Sandals",61,160,1229,571
38248,"Giver's Embroidered Coat",276,997,537,1242
38249,"Giver's Embroidered Wristguards",94,217,691,525
38250,"Giver's Embroidered Mask",84,160,776,2690
38251,"Giver's Embroidered Pants",153,766,311,685
38252,"Giver's Embroidered Mantle",173,335,1004,434
38253,"Giver's Emblazoned Shoulders",6235,10383,81,78
38254,"Giver's Noble Shoulders",2931,4000,34,68
38255,"Giver's Noble Shoulders",1025,1520,1093,521
38256,"Giver's Leather Shoulders",403,575,444,2337
38257,"Giver's Outlaw Shoulders",115,350,281,1481
38258,"Giver's Emblazoned Pants",5429,8966,122,131
38259,"Giver's Noble Pants",3544,7060,94,119
38260,"Giver's Noble Pants",3310,6599,103,42
38261,"Giver's Leather Pants",322,1550,242,200
38262,"Giver's Outlaw Pants",645,2631,169,266
38263,"Giver's Emblazoned Helm",5161,7723,263,92
38264,"Giver's Noble Mask",2410,4735,85,19
38265,"Giver's Noble Mask",210,1602,366,10
38266,"Giver's Leather Mask",280,697,285,998
38267,"Giver's Outlaw Mask",136,698,256,1172
38268,"Giver's Emblazoned Gloves",5727,8057,158,109
38269,"Giver's Noble Gloves",2841,4000,79,27
38270,"Giver's Noble Gloves",1624,3992,361,210
38271,"Giver's Leather Gloves",339,791,109,2751
38272,"Giver's Outlaw Gloves",133,517,376,1187
38273,"Giver's Emblazoned Coat",3513,7862,153,142
38274,"Giver's Noble Coat",3265,7331,58,103
38275,"Giver's Noble Coat",3520,6926,95,94
38276,"Giver's Leather Coat",1401,3856,136,160
38277,"Giver's Outlaw Coat",660,2221,56,161
38278,"Giver's Emblazoned Boots",4988,7897,208,130
38279,"Giver's Noble Boots",2995,4759,142,46
38280,"Giver's Noble Boots",3147,4742,233,144
38281,"Giver's Leather Shoes",302,799,727,3326
38282,"Giver's Outlaw Boots",343,495,746,584
38283,"Giver's Seeker Boots",91,207,717,1563
38284,"Giver's Seeker Coat",257,574,585,483
38285,"Giver's Seeker Gloves",69,196,393,1582
38286,"Giver's Seeker Mask",68,198,923,3203
38287,"Giver's Seeker Pants",57,499,292,958
38288,"Giver's Seeker Shoulders",95,200,960,3714
38289,"Medium Wintersday Gift",6230,9486,1834,4675
38290,"Large Wintersday Gift",4002,5002,6218,4138
38291,"Giant Wintersday Gift",440,520,199219,87165
38292,"Minor Sigil of Generosity",171946,389944,13,346
38293,"Major Sigil of Generosity",171719,290000,39,200
